ID,Seconds Elapsed,Time,One,Two,Three,Four,,,c2,,,,,,
461,2300.1,00:38:20,349,312,186,273,,,,,,,,,
462,2305.1,00:38:25,349,312,186,273,,,,,,,,,
463,2310.1,00:38:30,349,312,186,273,,,,,,,,,
464,2315.1,00:38:35,349,312,186,273,,,,,,,,,
465,2320.1,00:38:40,349,312,186,273,,,,,,,,,
466,2325.1,00:38:45,349,312,186,273,,,,,,,,,
467,2330.1,00:38:50,349,312,186,273,,,,,,,,,
468,2335.1,00:38:55,349,312,186,273,,,,,,,,,
469,2340.1,00:39:00,349,312,186,273,,,,,,,,,
470,2345.1,00:39:05,349,312,197,273,,,,,,,,,
471,2350.1,00:39:10,349,312,197,273,,,,,,,,,
472,2355.1,00:39:15,349,312,197,273,,,,,,,,,
473,2360.1,00:39:20,349,312,197,273,,,,,,,,,
474,2365.1,00:39:25,349,312,197,273,,,,,,,,,
475,2370.1,00:39:30,349,312,197,273,,,,,,,,,
476,2375.1,00:39:35,349,312,197,273,,,,,,,,,
477,2380.1,00:39:40,349,312,197,273,,,,,,,,,
478,2385.1,00:39:45,349,312,197,273,,,,,,,,,
479,2390.1,00:39:50,349,312,197,273,,,,,,,,,
480,2395.1,00:39:55,349,312,197,273,,,,,,,,,
481,2400.1,00:40:00,349,312,197,273,,,,,,,,,
482,2405.1,00:40:05,349,312,197,273,,,,,,,,,
483,2410.1,00:40:10,349,312,197,273,,,,,,,,,
484,2415.1,00:40:15,349,312,197,273,,,,,,,,,
485,2420.1,00:40:20,349,312,197,273,,,,,,,,,
486,2425.1,00:40:25,349,312,197,273,,,,,,,,,
487,2430.1,00:40:30,349,312,197,273,,,,,,,,,
488,2435.1,00:40:35,349,312,197,273,,,,,,,,,
489,2440.1,00:40:40,349,312,197,273,,,,,,,,,
490,2445.1,00:40:45,349,312,197,273,,,,,,,,,
491,2450.1,00:40:50,349,312,197,273,,,,,,,,,
492,2455.1,00:40:55,349,312,197,273,,,,,,,,,
493,2460.1,00:41:00,349,312,197,273,,,,,,,,,
494,2465.1,00:41:05,349,312,197,273,,,,,,,,,
495,2470.1,00:41:10,349,312,197,273,,,,,,,,,
496,2475.1,00:41:15,349,312,197,273,,,,,,,,,
497,2480.1,00:41:20,349,312,197,273,,,,,,,,,
498,2485.1,00:41:25,349,312,197,273,,,,,,,,,
499,2490.1,00:41:30,349,312,197,273,,,,,,,,,
500,2495.1,00:41:35,349,312,197,273,,,,,,,,,
501,2500.1,00:41:40,349,312,197,273,,,,,,,,,
502,2505.1,00:41:45,349,312,197,273,,,,,,,,,
503,2510.1,00:41:50,349,312,197,273,,,,,,,,,
504,2515.1,00:41:55,349,323,197,273,,,,,,,,,
505,2520.1,00:42:00,349,323,197,273,,,,,,,,,
506,2525.1,00:42:05,349,323,197,273,,,,,,,,,
507,2530.1,00:42:10,349,323,197,273,,,,,,,,,
508,2535.1,00:42:15,349,323,197,273,,,,,,,,,
509,2540.1,00:42:20,349,323,197,273,,,,,,,,,
510,2545.1,00:42:25,349,323,197,273,,,,,,,,,
511,2550.1,00:42:30,349,323,197,273,,,,,,,,,
512,2555.1,00:42:35,349,323,197,273,,,,,,,,,
513,2560.1,00:42:40,349,323,197,273,,,,,,,,,
514,2565.1,00:42:45,349,323,197,273,,,,,,,,,
515,2570.1,00:42:50,349,323,197,273,,,,,,,,,
516,2575.1,00:42:55,359,323,197,273,,,,,,,,,
517,2580.1,00:43:00,359,323,197,273,,,,,,,,,
518,2585.1,00:43:05,359,323,197,273,,,,,,,,,
519,2590.1,00:43:10,359,323,197,273,,,,,,,,,
520,2595.1,00:43:15,359,323,197,273,,,,,,,,,
521,2600.1,00:43:20,359,323,197,273,,,,,,,,,
522,2605.1,00:43:25,359,323,197,273,,,,,,,,,
523,2610.1,00:43:30,359,323,197,283,,,,,,,,,
524,2615.1,00:43:35,359,323,197,283,,,,,,,,,
525,2620.1,00:43:40,359,323,197,283,,,,,,,,,
526,2625.1,00:43:45,359,323,197,283,,,,,,,,,
527,2630.1,00:43:50,359,323,197,283,,,,,,,,,
528,2635.1,00:43:55,359,323,197,283,,,,,,,,,
529,2640.1,00:44:00,359,323,197,283,,,,,,,,,
530,2645.1,00:44:05,359,323,197,283,,,,,,,,,
531,2650.1,00:44:10,359,323,197,283,,,,,,,,,
532,2655.1,00:44:15,359,323,197,283,,,,,,,,,
533,2660.1,00:44:20,359,323,197,283,,,,,,,,,
534,2665.1,00:44:25,359,323,197,283,,,,,,,,,
535,2670.1,00:44:30,359,323,197,283,,,,,,,,,
536,2675.1,00:44:35,359,323,197,283,,,,,,,,,
537,2680.1,00:44:40,359,323,197,283,,,,,,,,,
538,2685.1,00:44:45,359,323,197,283,,,,,,,,,
539,2690.1,00:44:50,359,323,197,283,,,,,,,,,
540,2695.1,00:44:55,359,323,197,283,,,,,,,,,
541,2700.1,00:45:00,359,323,197,283,,,,,,,,,
542,2705.1,00:45:05,359,323,197,283,,,,,,,,,
543,2710.1,00:45:10,359,323,197,283,,,,,,,,,
544,2715.1,00:45:15,359,323,197,283,,,,,,,,,
545,2720.1,00:45:20,359,323,197,283,,,,,,,,,
546,2725.1,00:45:25,359,323,197,283,,,,,,,,,
547,2730.1,00:45:30,359,323,197,283,,,,,,,,,
548,2735.1,00:45:35,359,323,197,283,,,,,,,,,
549,2740.1,00:45:40,359,323,197,283,,,,,,,,,
550,2745.1,00:45:45,359,323,197,283,,,,,,,,,
551,2750.1,00:45:50,359,323,197,283,,,,,,,,,
552,2755.1,00:45:55,359,333,197,283,,,,,,,,,
553,2760.1,00:46:00,359,333,197,283,,,,,,,,,
554,2765.1,00:46:05,359,333,197,283,,,,,,,,,
555,2770.1,00:46:10,359,333,197,283,,,,,,,,,
556,2775.1,00:46:15,359,333,197,283,,,,,,,,,
557,2780.1,00:46:20,359,333,197,283,,,,,,,,,
558,2785.1,00:46:25,359,333,207,283,,,,,,,,,
559,2790.1,00:46:30,359,333,207,283,,,,,,,,,
560,2795.1,00:46:35,359,333,207,283,,,,,,,,,
561,2800.1,00:46:40,359,333,207,283,,,,,,,,,
562,2805.1,00:46:45,359,333,207,283,,,,,,,,,
563,2810.1,00:46:50,359,333,207,283,,,,,,,,,
564,2815.1,00:46:55,359,333,207,283,,,,,,,,,
565,2820.1,00:47:00,359,333,207,283,,,,,,,,,
566,2825.1,00:47:05,359,333,207,283,,,,,,,,,
567,2830.1,00:47:10,359,333,207,283,,,,,,,,,
568,2835.1,00:47:15,359,333,207,283,,,,,,,,,
569,2840.1,00:47:20,359,333,207,283,,,,,,,,,
570,2845.1,00:47:25,359,333,207,283,,,,,,,,,
571,2850.1,00:47:30,359,333,207,283,,,,,,,,,
572,2855.1,00:47:35,359,333,207,283,,,,,,,,,
573,2860.1,00:47:40,359,344,207,283,,,,,,,,,
574,2865.1,00:47:45,359,364,207,283,,,,,,,,,
575,2870.1,00:47:50,359,417,207,283,,,,,,,,,
576,2875.1,00:47:55,359,417,207,283,,,,,,,,,
577,2880.1,00:48:00,359,437,207,283,,,,,,,,,
578,2885.1,00:48:05,359,437,207,283,,,,,,,,,
579,2890.1,00:48:10,359,437,207,283,,,,,,,,,
580,2895.1,00:48:15,359,437,207,283,,,,,,,,,
581,2900.1,00:48:20,359,437,207,283,,,,,,,,,
582,2905.1,00:48:25,359,437,207,283,,,,,,,,,
583,2910.1,00:48:30,359,438,207,283,,,,,,,,,
584,2915.1,00:48:35,359,437,207,283,,,,,,,,,
585,2920.1,00:48:40,359,437,207,283,,,,,,,,,
586,2925.1,00:48:45,359,437,207,283,,,,,,,,,
587,2930.1,00:48:50,370,437,207,294,,,,,,,,,
588,2935.1,00:48:55,370,427,207,294,,,,,,,,,
589,2940.1,00:49:00,370,427,207,294,,,,,,,,,
590,2945.1,00:49:05,370,427,207,294,,,,,,,,,
591,2950.1,00:49:10,370,427,207,294,,,,,,,,,
592,2955.1,00:49:15,370,417,207,294,,,,,,,,,
593,2960.1,00:49:20,370,406,207,294,,,,,,,,,
594,2965.1,00:49:25,370,406,218,294,,,,,,,,,
595,2970.1,00:49:30,370,406,218,294,,,,,,,,,
596,2975.1,00:49:35,370,406,218,294,,,,,,,,,
597,2980.1,00:49:40,370,396,218,294,,,,,,,,,
598,2985.1,00:49:45,370,396,218,294,,,,,,,,,
599,2990.1,00:49:50,370,385,218,294,,,,,,,,,
600,2995.1,00:49:55,370,364,218,294,,,,,,,,,
601,3000.1,00:50:00,370,364,218,294,,,,,,,,,
602,3005.1,00:50:05,370,354,218,294,,,,,,,,,
603,3010.1,00:50:10,370,354,218,294,,,,,,,,,
604,3015.1,00:50:15,370,354,218,294,,,,,,,,,
605,3020.1,00:50:20,370,354,218,294,,,,,,,,,
606,3025.1,00:50:25,370,354,218,294,,,,,,,,,
607,3030.1,00:50:30,370,354,218,294,,,,,,,,,
608,3035.1,00:50:35,370,354,218,294,,,,,,,,,
609,3040.1,00:50:40,370,354,218,294,,,,,,,,,
610,3045.1,00:50:45,370,344,218,294,,,,,,,,,
611,3050.1,00:50:50,370,344,218,294,,,,,,,,,
612,3055.1,00:50:55,370,344,218,294,,,,,,,,,
613,3060.1,00:51:00,370,344,218,294,,,,,,,,,
614,3065.1,00:51:05,370,344,218,294,,,,,,,,,
615,3070.1,00:51:10,370,344,218,294,,,,,,,,,
616,3075.1,00:51:15,370,344,218,294,,,,,,,,,
617,3080.1,00:51:20,370,344,218,294,,,,,,,,,
618,3085.1,00:51:25,370,344,218,294,,,,,,,,,
619,3090.1,00:51:30,370,344,218,294,,,,,,,,,
620,3095.1,00:51:35,370,344,218,294,,,,,,,,,
621,3100.1,00:51:40,370,344,218,294,,,,,,,,,
622,3105.1,00:51:45,370,344,218,294,,,,,,,,,
623,3110.1,00:51:50,370,344,218,294,,,,,,,,,
624,3115.1,00:51:55,370,344,218,294,,,,,,,,,
625,3120.1,00:52:00,370,344,218,294,,,,,,,,,
626,3125.1,00:52:05,370,344,218,294,,,,,,,,,
627,3130.1,00:52:10,370,344,218,294,,,,,,,,,
628,3135.1,00:52:15,370,344,218,294,,,,,,,,,
629,3140.1,00:52:20,370,344,218,294,,,,,,,,,
630,3145.1,00:52:25,370,344,218,294,,,,,,,,,
631,3150.1,00:52:30,370,344,218,294,,,,,,,,,
632,3155.1,00:52:35,370,344,218,294,,,,,,,,,
633,3160.1,00:52:40,370,344,218,294,,,,,,,,,
634,3165.1,00:52:45,370,344,218,294,,,,,,,,,
635,3170.1,00:52:50,370,344,218,294,,,,,,,,,
636,3175.1,00:52:55,370,344,218,294,,,,,,,,,
637,3180.1,00:53:00,370,344,218,294,,,,,,,,,
638,3185.1,00:53:05,370,344,218,294,,,,,,,,,
639,3190.1,00:53:10,370,344,218,294,,,,,,,,,
640,3195.1,00:53:15,370,344,218,294,,,,,,,,,
641,3200.1,00:53:20,370,344,218,294,,,,,,,,,
642,3205.1,00:53:25,370,344,218,294,,,,,,,,,
643,3210.1,00:53:30,370,333,218,294,,,,,,,,,
644,3215.1,00:53:35,370,333,218,294,,,,,,,,,
645,3220.1,00:53:40,370,333,218,294,,,,,,,,,
646,3225.1,00:53:45,370,333,218,294,,,,,,,,,
647,3230.1,00:53:50,380,333,218,294,,,,,,,,,
648,3235.1,00:53:55,380,333,218,294,,,,,,,,,
649,3240.1,00:54:00,380,333,218,294,,,,,,,,,
650,3245.1,00:54:05,380,333,218,294,,,,,,,,,
651,3250.1,00:54:10,380,333,218,294,,,,,,,,,
652,3255.1,00:54:15,380,333,218,294,,,,,,,,,
653,3260.1,00:54:20,380,333,218,294,,,,,,,,,
654,3265.1,00:54:25,380,333,218,294,,,,,,,,,
655,3270.1,00:54:30,380,333,218,294,,,,,,,,,
656,3275.1,00:54:35,380,333,218,294,,,,,,,,,
657,3280.1,00:54:40,380,333,218,294,,,,,,,,,
658,3285.1,00:54:45,380,333,218,294,,,,,,,,,
659,3290.1,00:54:50,380,333,218,294,,,,,,,,,
660,3295.1,00:54:55,380,333,218,294,,,,,,,,,
661,3300.1,00:55:00,380,333,218,294,,,,,,,,,
662,3305.1,00:55:05,380,333,218,294,,,,,,,,,
663,3310.1,00:55:10,380,333,218,294,,,,,,,,,
664,3315.1,00:55:15,380,333,218,294,,,,,,,,,
665,3320.1,00:55:20,380,333,217,294,,,,,,,,,
666,3325.1,00:55:25,380,333,218,294,,,,,,,,,
667,3330.1,00:55:30,380,333,218,294,,,,,,,,,
668,3335.1,00:55:35,380,333,218,294,,,,,,,,,
669,3340.1,00:55:40,380,333,218,294,,,,,,,,,
670,3345.1,00:55:45,380,333,218,294,,,,,,,,,
671,3350.1,00:55:50,380,333,218,294,,,,,,,,,
672,3355.1,00:55:55,380,333,218,294,,,,,,,,,
673,3360.1,00:56:00,380,344,218,294,,,,,,,,,
674,3365.1,00:56:05,380,344,218,294,,,,,,,,,
675,3370.1,00:56:10,380,344,218,294,,,,,,,,,
676,3375.1,00:56:15,380,344,218,294,,,,,,,,,
677,3380.1,00:56:20,380,344,218,294,,,,,,,,,
678,3385.1,00:56:25,380,344,218,294,,,,,,,,,
679,3390.1,00:56:30,380,354,218,294,,,,,,,,,
680,3395.1,00:56:35,380,354,218,294,,,,,,,,,
681,3400.1,00:56:40,380,354,218,294,,,,,,,,,
682,3405.1,00:56:45,380,354,218,294,,,,,,,,,
683,3410.1,00:56:50,380,354,218,294,,,,,,,,,
684,3415.1,00:56:55,380,354,218,294,,,,,,,,,
685,3420.1,00:57:00,380,354,218,294,,,,,,,,,
686,3425.1,00:57:05,380,354,218,294,,,,,,,,,
687,3430.1,00:57:10,380,354,218,294,,,,,,,,,
688,3435.1,00:57:15,380,354,217,294,,,,,,,,,
689,3440.1,00:57:20,380,354,218,294,,,,,,,,,
690,3445.1,00:57:25,380,354,218,294,,,,,,,,,
691,3450.1,00:57:30,380,354,218,294,,,,,,,,,
692,3455.1,00:57:35,380,354,218,294,,,,,,,,,
693,3460.1,00:57:40,380,354,218,294,,,,,,,,,
694,3465.1,00:57:45,380,354,218,294,,,,,,,,,
695,3470.1,00:57:50,380,354,218,294,,,,,,,,,
696,3475.1,00:57:55,380,354,218,294,,,,,,,,,
697,3480.1,00:58:00,380,354,217,294,,,,,,,,,
698,3485.1,00:58:05,380,354,218,294,,,,,,,,,
699,3490.1,00:58:10,380,354,218,294,,,,,,,,,
700,3495.1,00:58:15,380,354,218,294,,,,,,,,,
701,3500.1,00:58:20,380,354,218,294,,,,,,,,,
702,3505.1,00:58:25,380,354,217,294,,,,,,,,,
703,3510.1,00:58:30,380,354,218,294,,,,,,,,,
704,3515.1,00:58:35,380,354,218,294,,,,,,,,,
705,3520.1,00:58:40,380,354,218,294,,,,,,,,,
706,3525.1,00:58:45,380,354,218,294,,,,,,,,,
707,3530.1,00:58:50,380,354,218,294,,,,,,,,,
708,3535.1,00:58:55,380,354,218,294,,,,,,,,,
709,3540.1,00:59:00,380,354,218,294,,,,,,,,,
710,3545.1,00:59:05,380,354,218,294,,,,,,,,,
711,3550.1,00:59:10,380,354,218,294,,,,,,,,,
712,3555.1,00:59:15,380,354,218,294,,,,,,,,,
713,3560.1,00:59:20,380,354,218,294,,,,,,,,,
714,3565.1,00:59:25,380,354,218,294,,,,,,,,,
715,3570.1,00:59:30,380,354,218,294,,,,,,,,,
716,3575.1,00:59:35,380,354,218,294,,,,,,,,,
717,3580.1,00:59:40,380,354,218,294,,,,,,,,,
718,3585.1,00:59:45,380,354,218,294,,,,,,,,,
719,3590.1,00:59:50,380,354,218,294,,,,,,,,,
720,3595.1,00:59:55,380,354,218,294,,,,,,,,,
721,3600.1,01:00:00,380,354,218,294,,,,,,,,,
722,3605.1,01:00:05,380,354,218,294,,,,,,,,,
723,3610.1,01:00:10,380,354,218,294,,,,,,,,,
724,3615.1,01:00:15,380,354,218,294,,,,,,,,,
725,3620.1,01:00:20,380,354,218,294,,,,,,,,,
726,3625.1,01:00:25,380,344,218,294,,,,,,,,,
727,3630.1,01:00:30,380,344,218,294,,,,,,,,,
728,3635.1,01:00:35,380,344,218,294,,,,,,,,,
729,3640.1,01:00:40,380,344,218,294,,,,,,,,,
730,3645.1,01:00:45,380,344,218,294,,,,,,,,,
731,3650.1,01:00:50,380,344,218,294,,,,,,,,,
732,3655.1,01:00:55,380,344,218,294,,,,,,,,,
733,3660.1,01:01:00,380,344,218,294,,,,,,,,,
734,3665.1,01:01:05,380,344,218,294,,,,,,,,,
735,3670.1,01:01:10,380,344,218,294,,,,,,,,,
736,3675.1,01:01:15,380,344,218,294,,,,,,,,,
737,3680.1,01:01:20,380,344,218,294,,,,,,,,,
738,3685.1,01:01:25,380,344,218,294,,,,,,,,,
739,3690.1,01:01:30,380,344,218,294,,,,,,,,,
740,3695.1,01:01:35,380,344,218,294,,,,,,,,,
741,3700.1,01:01:40,380,344,218,294,,,,,,,,,
742,3705.1,01:01:45,380,344,218,294,,,,,,,,,
743,3710.1,01:01:50,380,344,218,294,,,,,,,,,
744,3715.1,01:01:55,380,344,218,294,,,,,,,,,
745,3720.1,01:02:00,380,344,218,294,,,,,,,,,
746,3725.1,01:02:05,380,344,218,294,,,,,,,,,
747,3730.1,01:02:10,380,344,218,294,,,,,,,,,
748,3735.1,01:02:15,380,344,218,294,,,,,,,,,
749,3740.1,01:02:20,380,344,218,294,,,,,,,,,
750,3745.1,01:02:25,380,344,218,294,,,,,,,,,
751,3750.1,01:02:30,380,344,218,294,,,,,,,,,
752,3755.1,01:02:35,380,344,218,294,,,,,,,,,
753,3760.1,01:02:40,380,344,218,294,,,,,,,,,
754,3765.1,01:02:45,380,344,218,294,,,,,,,,,
755,3770.1,01:02:50,380,344,218,294,,,,,,,,,
756,3775.1,01:02:55,380,344,218,294,,,,,,,,,
757,3780.1,01:03:00,380,344,218,294,,,,,,,,,
758,3785.1,01:03:05,380,344,218,294,,,,,,,,,
759,3790.1,01:03:10,380,344,218,294,,,,,,,,,
760,3795.1,01:03:15,380,344,218,294,,,,,,,,,
761,3800.1,01:03:20,380,344,218,294,,,,,,,,,
762,3805.1,01:03:25,380,344,218,294,,,,,,,,,
763,3810.1,01:03:30,380,344,218,294,,,,,,,,,
764,3815.1,01:03:35,380,344,218,294,,,,,,,,,
765,3820.1,01:03:40,380,344,218,294,,,,,,,,,
766,3825.1,01:03:45,380,344,218,294,,,,,,,,,
767,3830.1,01:03:50,380,344,218,294,,,,,,,,,
768,3835.1,01:03:55,380,344,217,294,,,,,,,,,
769,3840.1,01:04:00,380,344,218,294,,,,,,,,,
770,3845.1,01:04:05,380,344,217,294,,,,,,,,,
771,3850.1,01:04:10,380,344,218,294,,,,,,,,,
772,3855.1,01:04:15,380,344,217,294,,,,,,,,,
773,3860.1,01:04:20,380,344,217,294,,,,,,,,,
774,3865.1,01:04:25,380,344,217,294,,,,,,,,,
775,3870.1,01:04:30,380,344,217,294,,,,,,,,,
776,3875.1,01:04:35,380,344,217,294,,,,,,,,,
777,3880.1,01:04:40,380,344,218,294,,,,,,,,,
778,3885.1,01:04:45,380,344,218,294,,,,,,,,,
779,3890.1,01:04:50,380,344,217,294,,,,,,,,,
780,3895.1,01:04:55,380,344,218,294,,,,,,,,,
781,3900.1,01:05:00,380,344,217,294,,,,,,,,,
782,3905.1,01:05:05,380,344,217,294,,,,,,,,,
783,3910.1,01:05:10,380,344,218,294,,,,,,,,,
784,3915.1,01:05:15,380,344,217,294,,,,,,,,,
785,3920.1,01:05:20,380,344,218,294,,,,,,,,,
786,3925.1,01:05:25,380,344,218,294,,,,,,,,,
787,3930.1,01:05:30,380,344,218,294,,,,,,,,,
788,3935.1,01:05:35,380,344,218,294,,,,,,,,,
789,3940.1,01:05:40,380,344,218,294,,,,,,,,,
790,3945.1,01:05:45,380,343,218,294,,,,,,,,,
791,3950.1,01:05:50,380,344,218,294,,,,,,,,,
792,3955.1,01:05:55,380,344,218,294,,,,,,,,,
793,3960.1,01:06:00,380,344,218,294,,,,,,,,,
794,3965.1,01:06:05,380,344,218,294,,,,,,,,,
795,3970.1,01:06:10,380,344,218,294,,,,,,,,,
796,3975.1,01:06:15,380,344,218,294,,,,,,,,,
797,3980.1,01:06:20,380,343,218,294,,,,,,,,,
798,3985.1,01:06:25,380,344,218,294,,,,,,,,,
799,3990.1,01:06:30,380,343,218,294,,,,,,,,,
800,3995.1,01:06:35,380,344,218,294,,,,,,,,,
801,4000.1,01:06:40,380,344,217,294,,,,,,,,,
802,4005.1,01:06:45,380,333,218,294,,,,,,,,,
803,4010.1,01:06:50,380,333,218,294,,,,,,,,,
804,4015.1,01:06:55,380,333,218,294,,,,,,,,,
805,4020.1,01:07:00,380,333,218,294,,,,,,,,,
806,4025.1,01:07:05,380,333,218,294,,,,,,,,,
807,4030.1,01:07:10,380,333,218,294,,,,,,,,,
808,4035.1,01:07:15,380,333,218,294,,,,,,,,,
809,4040.1,01:07:20,380,333,218,294,,,,,,,,,
810,4045.1,01:07:25,380,333,218,294,,,,,,,,,
811,4050.1,01:07:30,380,333,218,294,,,,,,,,,
812,4055.1,01:07:35,380,333,218,294,,,,,,,,,
813,4060.1,01:07:40,380,333,218,294,,,,,,,,,
814,4065.1,01:07:45,380,333,218,294,,,,,,,,,
815,4070.1,01:07:50,380,333,218,294,,,,,,,,,
816,4075.1,01:07:55,380,333,218,294,,,,,,,,,
817,4080.1,01:08:00,380,333,218,294,,,,,,,,,
818,4085.1,01:08:05,380,333,218,294,,,,,,,,,
819,4090.1,01:08:10,380,333,218,294,,,,,,,,,
820,4095.1,01:08:15,380,333,218,294,,,,,,,,,
821,4100.1,01:08:20,380,333,218,294,,,,,,,,,
822,4105.1,01:08:25,380,333,218,294,,,,,,,,,
823,4110.1,01:08:30,380,333,218,294,,,,,,,,,
824,4115.1,01:08:35,380,333,218,294,,,,,,,,,
825,4120.1,01:08:40,380,333,218,294,,,,,,,,,
826,4125.1,01:08:45,380,333,218,294,,,,,,,,,
827,4130.1,01:08:50,380,333,218,294,,,,,,,,,
828,4135.1,01:08:55,380,333,218,294,,,,,,,,,
829,4140.1,01:09:00,380,333,218,294,,,,,,,,,
830,4145.1,01:09:05,380,333,218,294,,,,,,,,,
831,4150.1,01:09:10,380,333,218,294,,,,,,,,,
832,4155.1,01:09:15,380,333,218,294,,,,,,,,,
833,4160.1,01:09:20,380,333,218,300,,,,,,,,,
834,4165.1,01:09:25,380,333,218,304,,,,,,,,,
835,4170.1,01:09:30,380,333,218,304,,,,,,,,,
836,4175.1,01:09:35,380,333,218,304,,,,,,,,,
837,4180.1,01:09:40,380,333,218,304,,,,,,,,,
838,4185.1,01:09:45,380,333,218,304,,,,,,,,,
839,4190.1,01:09:50,380,333,218,304,,,,,,,,,
840,4195.1,01:09:55,380,333,218,304,,,,,,,,,
841,4200.1,01:10:00,380,333,218,304,,,,,,,,,
842,4205.1,01:10:05,380,333,218,304,,,,,,,,,
843,4210.1,01:10:10,380,333,218,304,,,,,,,,,
844,4215.1,01:10:15,380,333,218,304,,,,,,,,,
845,4220.1,01:10:20,380,333,218,304,,,,,,,,,
846,4225.1,01:10:25,380,333,218,304,,,,,,,,,
847,4230.1,01:10:30,380,333,218,304,,,,,,,,,
848,4235.1,01:10:35,380,333,218,304,,,,,,,,,
849,4240.1,01:10:40,380,333,218,304,,,,,,,,,
850,4245.1,01:10:45,380,333,218,304,,,,,,,,,
851,4250.1,01:10:50,380,333,218,304,,,,,,,,,
852,4255.1,01:10:55,380,333,218,304,,,,,,,,,
853,4260.1,01:11:00,380,333,218,304,,,,,,,,,
854,4265.1,01:11:05,380,333,218,304,,,,,,,,,
855,4270.1,01:11:10,380,333,218,304,,,,,,,,,
856,4275.1,01:11:15,380,333,218,304,,,,,,,,,
857,4280.1,01:11:20,380,333,218,304,,,,,,,,,
858,4285.1,01:11:25,380,333,218,304,,,,,,,,,
859,4290.1,01:11:30,380,333,218,304,,,,,,,,,
860,4295.1,01:11:35,380,333,218,304,,,,,,,,,
861,4300.1,01:11:40,380,333,218,304,,,,,,,,,
862,4305.1,01:11:45,380,333,218,304,,,,,,,,,
863,4310.1,01:11:50,380,333,218,304,,,,,,,,,
864,4315.1,01:11:55,380,333,218,304,,,,,,,,,
865,4320.1,01:12:00,380,333,218,304,,,,,,,,,
866,4325.1,01:12:05,380,333,217,304,,,,,,,,,
867,4330.1,01:12:10,380,333,218,304,,,,,,,,,
868,4335.1,01:12:15,380,333,218,304,,,,,,,,,
869,4340.1,01:12:20,380,344,218,304,,,,,,,,,
870,4345.1,01:12:25,380,344,218,304,,,,,,,,,
871,4350.1,01:12:30,380,344,218,304,,,,,,,,,
872,4355.1,01:12:35,380,344,218,304,,,,,,,,,
873,4360.1,01:12:40,380,344,218,304,,,,,,,,,
874,4365.1,01:12:45,380,344,218,304,,,,,,,,,
875,4370.1,01:12:50,380,343,217,304,,,,,,,,,
876,4375.1,01:12:55,380,344,218,304,,,,,,,,,
877,4380.1,01:13:00,380,344,218,304,,,,,,,,,
878,4385.1,01:13:05,380,344,217,304,,,,,,,,,
879,4390.1,01:13:10,380,344,217,304,,,,,,,,,
880,4395.1,01:13:15,380,344,218,304,,,,,,,,,
881,4400.1,01:13:20,380,344,217,304,,,,,,,,,
882,4405.1,01:13:25,380,344,217,304,,,,,,,,,
883,4410.1,01:13:30,380,344,218,304,,,,,,,,,
884,4415.1,01:13:35,380,344,217,304,,,,,,,,,
885,4420.1,01:13:40,380,344,217,304,,,,,,,,,
886,4425.1,01:13:45,380,344,217,304,,,,,,,,,
887,4430.1,01:13:50,380,344,217,304,,,,,,,,,
888,4435.1,01:13:55,380,344,217,304,,,,,,,,,
889,4440.1,01:14:00,380,344,218,304,,,,,,,,,
890,4445.1,01:14:05,380,344,217,304,,,,,,,,,
891,4450.1,01:14:10,380,344,218,304,,,,,,,,,
892,4455.1,01:14:15,380,344,217,304,,,,,,,,,
893,4460.1,01:14:20,380,344,217,304,,,,,,,,,
894,4465.1,01:14:25,380,344,218,304,,,,,,,,,
895,4470.1,01:14:30,380,344,218,304,,,,,,,,,
896,4475.1,01:14:35,380,344,218,304,,,,,,,,,
897,4480.1,01:14:40,380,344,218,304,,,,,,,,,
898,4485.1,01:14:45,380,344,218,304,,,,,,,,,
899,4490.1,01:14:50,380,344,218,304,,,,,,,,,
900,4495.1,01:14:55,380,344,218,304,,,,,,,,,
901,4500.1,01:15:00,380,344,218,304,,,,,,,,,
902,4505.1,01:15:05,380,344,218,304,,,,,,,,,
903,4510.1,01:15:10,380,344,218,304,,,,,,,,,
904,4515.1,01:15:15,380,344,218,304,,,,,,,,,
905,4520.1,01:15:20,380,344,217,304,,,,,,,,,
906,4525.1,01:15:25,380,344,218,304,,,,,,,,,
907,4530.1,01:15:30,380,344,218,304,,,,,,,,,
908,4535.1,01:15:35,380,344,217,304,,,,,,,,,
909,4540.1,01:15:40,380,344,218,304,,,,,,,,,
910,4545.1,01:15:45,380,344,218,304,,,,,,,,,
911,4550.1,01:15:50,380,344,218,304,,,,,,,,,
912,4555.1,01:15:55,380,344,218,304,,,,,,,,,
913,4560.1,01:16:00,380,344,218,304,,,,,,,,,
914,4565.1,01:16:05,380,344,218,304,,,,,,,,,
915,4570.1,01:16:10,380,344,218,304,,,,,,,,,
916,4575.1,01:16:15,380,344,217,304,,,,,,,,,
917,4580.1,01:16:20,380,344,218,304,,,,,,,,,
918,4585.1,01:16:25,380,344,217,304,,,,,,,,,
919,4590.1,01:16:30,380,344,217,304,,,,,,,,,
920,4595.1,01:16:35,380,344,218,304,,,,,,,,,
921,4600.1,01:16:40,380,344,217,304,,,,,,,,,
922,4605.1,01:16:45,380,344,217,304,,,,,,,,,
923,4610.1,01:16:50,380,344,218,304,,,,,,,,,
924,4615.1,01:16:55,380,344,218,304,,,,,,,,,
925,4620.1,01:17:00,380,344,217,304,,,,,,,,,
