ID,Time,Seconds Elapsed,One,Two,Three,Four,,,Test C1 - oVernight,,,,,,
3275,04:32:50,16370.1,307,281,155,242,,,,,,,,,
3276,04:32:55,16375.1,307,281,155,242,,,,,,,,,
3277,04:33:00,16380.1,307,281,155,242,,,,,,,,,
3278,04:33:05,16385.1,307,281,155,242,,,,,,,,,
3279,04:33:10,16390.1,307,281,155,242,,,,,,,,,
3280,04:33:15,16395.1,307,281,155,242,,,,,,,,,
3281,04:33:20,16400.1,307,281,155,241,,,,,,,,,
3282,04:33:25,16405.1,307,281,155,242,,,,,,,,,
3283,04:33:30,16410.1,307,281,155,242,,,,,,,,,
3284,04:33:35,16415.1,307,281,155,242,,,,,,,,,
3285,04:33:40,16420.1,307,281,155,242,,,,,,,,,
3286,04:33:45,16425.1,307,281,155,242,,,,,,,,,
3287,04:33:50,16430.1,307,281,155,242,,,,,,,,,
3288,04:33:55,16435.1,307,281,155,242,,,,,,,,,
3289,04:34:00,16440.1,307,281,155,242,,,,,,,,,
3290,04:34:05,16445.1,307,281,155,241,,,,,,,,,
3291,04:34:10,16450.1,307,281,155,242,,,,,,,,,
3292,04:34:15,16455.1,307,281,155,241,,,,,,,,,
3293,04:34:20,16460.1,307,281,155,242,,,,,,,,,
3294,04:34:25,16465.1,307,281,155,242,,,,,,,,,
3295,04:34:30,16470.1,307,281,155,242,,,,,,,,,
3296,04:34:35,16475.1,307,281,155,241,,,,,,,,,
3297,04:34:40,16480.1,307,281,155,242,,,,,,,,,
3298,04:34:45,16485.1,307,281,155,242,,,,,,,,,
3299,04:34:50,16490.1,307,281,155,242,,,,,,,,,
3300,04:34:55,16495.1,307,281,155,242,,,,,,,,,
3301,04:35:00,16500.1,307,281,155,241,,,,,,,,,
3302,04:35:05,16505.1,307,281,155,242,,,,,,,,,
3303,04:35:10,16510.1,307,281,155,241,,,,,,,,,
3304,04:35:15,16515.1,307,281,155,242,,,,,,,,,
3305,04:35:20,16520.1,307,281,155,242,,,,,,,,,
3306,04:35:25,16525.1,307,281,155,242,,,,,,,,,
3307,04:35:30,16530.1,307,281,155,242,,,,,,,,,
3308,04:35:35,16535.1,307,281,155,241,,,,,,,,,
3309,04:35:40,16540.1,307,281,155,242,,,,,,,,,
3310,04:35:45,16545.1,307,281,155,241,,,,,,,,,
3311,04:35:50,16550.1,307,281,155,242,,,,,,,,,
3312,04:35:55,16555.1,307,281,155,241,,,,,,,,,
3313,04:36:00,16560.1,307,281,155,241,,,,,,,,,
3314,04:36:05,16565.1,307,281,155,241,,,,,,,,,
3315,04:36:10,16570.1,307,281,155,241,,,,,,,,,
3316,04:36:15,16575.1,307,281,155,241,,,,,,,,,
3317,04:36:20,16580.1,307,281,155,241,,,,,,,,,
3318,04:36:25,16585.1,307,281,155,241,,,,,,,,,
3319,04:36:30,16590.1,307,281,155,241,,,,,,,,,
3320,04:36:35,16595.1,307,281,155,241,,,,,,,,,
3321,04:36:40,16600.1,307,281,155,241,,,,,,,,,
3322,04:36:45,16605.1,307,281,155,241,,,,,,,,,
3323,04:36:50,16610.1,307,281,155,241,,,,,,,,,
3324,04:36:55,16615.1,307,281,155,241,,,,,,,,,
3325,04:37:00,16620.1,307,281,155,241,,,,,,,,,
3326,04:37:05,16625.1,307,281,155,241,,,,,,,,,
3327,04:37:10,16630.1,307,281,155,241,,,,,,,,,
3328,04:37:15,16635.1,307,281,155,241,,,,,,,,,
3329,04:37:20,16640.1,307,281,155,241,,,,,,,,,
3330,04:37:25,16645.1,307,281,155,241,,,,,,,,,
3331,04:37:30,16650.1,307,281,155,241,,,,,,,,,
3332,04:37:35,16655.1,307,281,155,241,,,,,,,,,
3333,04:37:40,16660.1,307,281,155,242,,,,,,,,,
3334,04:37:45,16665.1,307,281,155,241,,,,,,,,,
3335,04:37:50,16670.1,307,281,155,241,,,,,,,,,
3336,04:37:55,16675.1,307,281,155,242,,,,,,,,,
3337,04:38:00,16680.1,307,281,155,241,,,,,,,,,
3338,04:38:05,16685.1,307,281,155,241,,,,,,,,,
3339,04:38:10,16690.1,307,281,155,241,,,,,,,,,
3340,04:38:15,16695.1,307,281,155,241,,,,,,,,,
3341,04:38:20,16700.1,307,281,155,241,,,,,,,,,
3342,04:38:25,16705.1,307,281,155,241,,,,,,,,,
3343,04:38:30,16710.1,307,281,155,241,,,,,,,,,
3344,04:38:35,16715.1,307,281,155,241,,,,,,,,,
3345,04:38:40,16720.1,307,281,155,241,,,,,,,,,
3346,04:38:45,16725.1,307,281,155,241,,,,,,,,,
3347,04:38:50,16730.1,307,281,155,241,,,,,,,,,
3348,04:38:55,16735.1,307,281,155,241,,,,,,,,,
3349,04:39:00,16740.1,307,281,155,241,,,,,,,,,
3350,04:39:05,16745.1,307,281,155,241,,,,,,,,,
3351,04:39:10,16750.1,307,281,155,242,,,,,,,,,
3352,04:39:15,16755.1,307,281,155,242,,,,,,,,,
3353,04:39:20,16760.1,307,281,155,241,,,,,,,,,
3354,04:39:25,16765.1,307,281,155,241,,,,,,,,,
3355,04:39:30,16770.1,307,281,155,241,,,,,,,,,
3356,04:39:35,16775.1,307,281,155,242,,,,,,,,,
3357,04:39:40,16780.1,307,281,155,241,,,,,,,,,
3358,04:39:45,16785.1,307,281,155,242,,,,,,,,,
3359,04:39:50,16790.1,307,281,155,241,,,,,,,,,
3360,04:39:55,16795.1,307,281,155,242,,,,,,,,,
3361,04:40:00,16800.1,307,281,155,241,,,,,,,,,
3362,04:40:05,16805.1,307,281,155,241,,,,,,,,,
3363,04:40:10,16810.1,307,281,155,241,,,,,,,,,
3364,04:40:15,16815.1,307,281,155,241,,,,,,,,,
3365,04:40:20,16820.1,307,281,155,241,,,,,,,,,
3366,04:40:25,16825.1,307,281,155,242,,,,,,,,,
3367,04:40:30,16830.1,307,281,155,241,,,,,,,,,
3368,04:40:35,16835.1,307,281,155,241,,,,,,,,,
3369,04:40:40,16840.1,307,281,155,242,,,,,,,,,
3370,04:40:45,16845.1,307,281,155,242,,,,,,,,,
3371,04:40:50,16850.1,307,281,155,241,,,,,,,,,
3372,04:40:55,16855.1,307,281,155,242,,,,,,,,,
3373,04:41:00,16860.1,307,281,155,241,,,,,,,,,
3374,04:41:05,16865.1,307,281,155,241,,,,,,,,,
3375,04:41:10,16870.1,307,281,155,242,,,,,,,,,
3376,04:41:15,16875.1,307,281,155,241,,,,,,,,,
3377,04:41:20,16880.1,307,281,155,242,,,,,,,,,
3378,04:41:25,16885.1,307,281,155,242,,,,,,,,,
3379,04:41:30,16890.1,307,281,155,242,,,,,,,,,
3380,04:41:35,16895.1,307,281,155,242,,,,,,,,,
3381,04:41:40,16900.1,307,281,155,241,,,,,,,,,
3382,04:41:45,16905.1,307,281,155,242,,,,,,,,,
3383,04:41:50,16910.1,307,281,155,242,,,,,,,,,
3384,04:41:55,16915.1,307,281,155,242,,,,,,,,,
3385,04:42:00,16920.1,307,281,155,242,,,,,,,,,
3386,04:42:05,16925.1,307,281,155,242,,,,,,,,,
3387,04:42:10,16930.1,307,281,155,241,,,,,,,,,
3388,04:42:15,16935.1,307,281,155,242,,,,,,,,,
3389,04:42:20,16940.1,307,281,155,242,,,,,,,,,
3390,04:42:25,16945.1,307,281,155,242,,,,,,,,,
3391,04:42:30,16950.1,307,281,155,242,,,,,,,,,
3392,04:42:35,16955.1,307,281,155,242,,,,,,,,,
3393,04:42:40,16960.1,307,281,155,242,,,,,,,,,
3394,04:42:45,16965.1,307,281,155,242,,,,,,,,,
3395,04:42:50,16970.1,307,281,155,242,,,,,,,,,
3396,04:42:55,16975.1,307,281,155,242,,,,,,,,,
3397,04:43:00,16980.1,307,281,155,242,,,,,,,,,
3398,04:43:05,16985.1,307,281,155,242,,,,,,,,,
3399,04:43:10,16990.1,307,281,155,242,,,,,,,,,
3400,04:43:15,16995.1,307,281,155,242,,,,,,,,,
3401,04:43:20,17000.1,307,281,155,242,,,,,,,,,
3402,04:43:25,17005.1,307,281,155,242,,,,,,,,,
3403,04:43:30,17010.1,307,281,155,241,,,,,,,,,
3404,04:43:35,17015.1,307,281,155,242,,,,,,,,,
3405,04:43:40,17020.1,307,281,155,242,,,,,,,,,
3406,04:43:45,17025.1,307,281,155,242,,,,,,,,,
3407,04:43:50,17030.1,307,281,155,242,,,,,,,,,
3408,04:43:55,17035.1,307,281,155,242,,,,,,,,,
3409,04:44:00,17040.1,307,281,155,242,,,,,,,,,
3410,04:44:05,17045.1,307,281,155,242,,,,,,,,,
3411,04:44:10,17050.1,307,281,155,242,,,,,,,,,
3412,04:44:15,17055.1,307,281,155,242,,,,,,,,,
3413,04:44:20,17060.1,307,281,155,242,,,,,,,,,
3414,04:44:25,17065.1,307,281,155,242,,,,,,,,,
3415,04:44:30,17070.1,307,281,155,242,,,,,,,,,
3416,04:44:35,17075.1,307,281,155,241,,,,,,,,,
3417,04:44:40,17080.1,307,281,155,242,,,,,,,,,
3418,04:44:45,17085.1,307,281,155,241,,,,,,,,,
3419,04:44:50,17090.1,307,281,155,242,,,,,,,,,
3420,04:44:55,17095.1,307,281,155,242,,,,,,,,,
3421,04:45:00,17100.1,307,281,155,241,,,,,,,,,
3422,04:45:05,17105.1,307,281,155,242,,,,,,,,,
3423,04:45:10,17110.1,307,281,155,241,,,,,,,,,
3424,04:45:15,17115.1,307,281,155,242,,,,,,,,,
3425,04:45:20,17120.1,307,281,155,242,,,,,,,,,
3426,04:45:25,17125.1,307,281,155,242,,,,,,,,,
3427,04:45:30,17130.1,307,281,155,242,,,,,,,,,
3428,04:45:35,17135.1,307,281,155,242,,,,,,,,,
3429,04:45:40,17140.1,307,281,155,242,,,,,,,,,
3430,04:45:45,17145.1,307,281,155,242,,,,,,,,,
3431,04:45:50,17150.1,307,281,155,242,,,,,,,,,
3432,04:45:55,17155.1,307,281,155,242,,,,,,,,,
3433,04:46:00,17160.1,307,281,155,242,,,,,,,,,
3434,04:46:05,17165.1,307,281,155,242,,,,,,,,,
3435,04:46:10,17170.1,307,281,155,242,,,,,,,,,
3436,04:46:15,17175.1,307,281,155,242,,,,,,,,,
3437,04:46:20,17180.1,307,281,155,242,,,,,,,,,
3438,04:46:25,17185.1,307,281,155,242,,,,,,,,,
3439,04:46:30,17190.1,307,281,155,242,,,,,,,,,
3440,04:46:35,17195.1,307,281,155,242,,,,,,,,,
3441,04:46:40,17200.1,307,281,155,242,,,,,,,,,
3442,04:46:45,17205.1,307,281,155,242,,,,,,,,,
3443,04:46:50,17210.1,307,281,155,242,,,,,,,,,
3444,04:46:55,17215.1,307,281,155,242,,,,,,,,,
3445,04:47:00,17220.1,307,281,155,242,,,,,,,,,
3446,04:47:05,17225.1,307,281,155,242,,,,,,,,,
3447,04:47:10,17230.1,307,281,155,242,,,,,,,,,
3448,04:47:15,17235.1,307,281,155,242,,,,,,,,,
3449,04:47:20,17240.1,307,281,155,242,,,,,,,,,
3450,04:47:25,17245.1,307,281,155,242,,,,,,,,,
3451,04:47:30,17250.1,307,281,155,242,,,,,,,,,
3452,04:47:35,17255.1,307,281,155,242,,,,,,,,,
3453,04:47:40,17260.1,307,281,155,242,,,,,,,,,
3454,04:47:45,17265.1,307,281,155,242,,,,,,,,,
3455,04:47:50,17270.1,307,281,155,242,,,,,,,,,
3456,04:47:55,17275.1,307,281,155,242,,,,,,,,,
3457,04:48:00,17280.1,307,281,155,242,,,,,,,,,
3458,04:48:05,17285.1,307,281,155,242,,,,,,,,,
3459,04:48:10,17290.1,307,281,155,242,,,,,,,,,
3460,04:48:15,17295.1,307,281,155,242,,,,,,,,,
3461,04:48:20,17300.1,307,281,155,242,,,,,,,,,
3462,04:48:25,17305.1,307,281,155,242,,,,,,,,,
3463,04:48:30,17310.1,307,281,155,242,,,,,,,,,
3464,04:48:35,17315.1,307,281,155,242,,,,,,,,,
3465,04:48:40,17320.1,307,281,155,242,,,,,,,,,
3466,04:48:45,17325.1,307,281,155,242,,,,,,,,,
3467,04:48:50,17330.1,307,281,155,242,,,,,,,,,
3468,04:48:55,17335.1,307,281,155,242,,,,,,,,,
3469,04:49:00,17340.1,307,281,155,242,,,,,,,,,
3470,04:49:05,17345.1,307,281,155,242,,,,,,,,,
3471,04:49:10,17350.1,307,281,155,242,,,,,,,,,
3472,04:49:15,17355.1,307,281,155,242,,,,,,,,,
3473,04:49:20,17360.1,307,281,155,242,,,,,,,,,
3474,04:49:25,17365.1,307,281,155,242,,,,,,,,,
3475,04:49:30,17370.1,307,281,155,242,,,,,,,,,
3476,04:49:35,17375.1,307,281,155,242,,,,,,,,,
3477,04:49:40,17380.1,307,281,155,242,,,,,,,,,
3478,04:49:45,17385.1,307,281,155,242,,,,,,,,,
3479,04:49:50,17390.1,307,281,155,242,,,,,,,,,
3480,04:49:55,17395.1,307,281,155,242,,,,,,,,,
3481,04:50:00,17400.1,307,281,155,242,,,,,,,,,
3482,04:50:05,17405.1,307,281,155,242,,,,,,,,,
3483,04:50:10,17410.1,307,281,155,242,,,,,,,,,
3484,04:50:15,17415.1,307,281,155,242,,,,,,,,,
3485,04:50:20,17420.1,307,281,155,242,,,,,,,,,
3486,04:50:25,17425.1,307,281,155,242,,,,,,,,,
3487,04:50:30,17430.1,307,281,155,242,,,,,,,,,
3488,04:50:35,17435.1,307,281,155,242,,,,,,,,,
3489,04:50:40,17440.1,307,281,155,241,,,,,,,,,
3490,04:50:45,17445.1,307,281,155,242,,,,,,,,,
3491,04:50:50,17450.1,307,281,155,241,,,,,,,,,
3492,04:50:55,17455.1,307,281,155,242,,,,,,,,,
3493,04:51:00,17460.1,307,281,155,242,,,,,,,,,
3494,04:51:05,17465.1,307,281,155,242,,,,,,,,,
3495,04:51:10,17470.1,307,281,155,241,,,,,,,,,
3496,04:51:15,17475.1,307,281,155,242,,,,,,,,,
3497,04:51:20,17480.1,307,281,155,242,,,,,,,,,
3498,04:51:25,17485.1,307,281,155,242,,,,,,,,,
3499,04:51:30,17490.1,307,281,155,242,,,,,,,,,
3500,04:51:35,17495.1,307,281,155,242,,,,,,,,,
3501,04:51:40,17500.1,307,281,155,242,,,,,,,,,
3502,04:51:45,17505.1,307,281,155,241,,,,,,,,,
3503,04:51:50,17510.1,307,281,155,241,,,,,,,,,
3504,04:51:55,17515.1,307,281,155,242,,,,,,,,,
3505,04:52:00,17520.1,307,281,155,242,,,,,,,,,
3506,04:52:05,17525.1,307,281,155,242,,,,,,,,,
3507,04:52:10,17530.1,307,281,155,242,,,,,,,,,
3508,04:52:15,17535.1,307,281,155,242,,,,,,,,,
3509,04:52:20,17540.1,307,281,155,242,,,,,,,,,
3510,04:52:25,17545.1,307,281,155,241,,,,,,,,,
3511,04:52:30,17550.1,307,281,155,242,,,,,,,,,
3512,04:52:35,17555.1,307,281,155,241,,,,,,,,,
3513,04:52:40,17560.1,307,281,155,241,,,,,,,,,
3514,04:52:45,17565.1,307,281,155,242,,,,,,,,,
3515,04:52:50,17570.1,307,281,155,242,,,,,,,,,
3516,04:52:55,17575.1,307,281,155,242,,,,,,,,,
3517,04:53:00,17580.1,307,281,155,242,,,,,,,,,
3518,04:53:05,17585.1,307,281,155,242,,,,,,,,,
3519,04:53:10,17590.1,307,281,155,252,,,,,,,,,
3520,04:53:15,17595.1,307,281,155,252,,,,,,,,,
3521,04:53:20,17600.1,307,281,155,252,,,,,,,,,
3522,04:53:25,17605.1,307,281,155,252,,,,,,,,,
3523,04:53:30,17610.1,307,281,155,252,,,,,,,,,
3524,04:53:35,17615.1,307,281,155,252,,,,,,,,,
3525,04:53:40,17620.1,307,281,155,252,,,,,,,,,
3526,04:53:45,17625.1,307,281,155,252,,,,,,,,,
3527,04:53:50,17630.1,307,281,155,252,,,,,,,,,
3528,04:53:55,17635.1,307,281,155,252,,,,,,,,,
3529,04:54:00,17640.1,307,281,155,252,,,,,,,,,
3530,04:54:05,17645.1,307,281,155,252,,,,,,,,,
3531,04:54:10,17650.1,307,281,155,252,,,,,,,,,
3532,04:54:15,17655.1,307,281,155,252,,,,,,,,,
3533,04:54:20,17660.1,307,281,155,252,,,,,,,,,
3534,04:54:25,17665.1,307,281,155,252,,,,,,,,,
3535,04:54:30,17670.1,307,281,155,252,,,,,,,,,
3536,04:54:35,17675.1,307,281,155,252,,,,,,,,,
3537,04:54:40,17680.1,307,281,155,252,,,,,,,,,
3538,04:54:45,17685.1,307,281,155,252,,,,,,,,,
3539,04:54:50,17690.1,307,281,155,252,,,,,,,,,
3540,04:54:55,17695.1,307,281,155,252,,,,,,,,,
3541,04:55:00,17700.1,307,281,155,252,,,,,,,,,
3542,04:55:05,17705.1,307,281,155,252,,,,,,,,,
3543,04:55:10,17710.1,307,281,155,252,,,,,,,,,
3544,04:55:15,17715.1,307,281,155,252,,,,,,,,,
3545,04:55:20,17720.1,307,281,155,252,,,,,,,,,
3546,04:55:25,17725.1,307,281,155,252,,,,,,,,,
3547,04:55:30,17730.1,307,281,155,252,,,,,,,,,
3548,04:55:35,17735.1,307,281,155,252,,,,,,,,,
3549,04:55:40,17740.1,307,281,155,252,,,,,,,,,
3550,04:55:45,17745.1,307,281,155,252,,,,,,,,,
3551,04:55:50,17750.1,307,281,155,252,,,,,,,,,
3552,04:55:55,17755.1,307,281,155,252,,,,,,,,,
3553,04:56:00,17760.1,307,281,155,252,,,,,,,,,
3554,04:56:05,17765.1,307,281,155,252,,,,,,,,,
3555,04:56:10,17770.1,307,281,155,252,,,,,,,,,
3556,04:56:15,17775.1,307,281,155,252,,,,,,,,,
3557,04:56:20,17780.1,307,281,155,252,,,,,,,,,
3558,04:56:25,17785.1,307,281,155,252,,,,,,,,,
3559,04:56:30,17790.1,307,281,155,252,,,,,,,,,
3560,04:56:35,17795.1,307,281,155,252,,,,,,,,,
3561,04:56:40,17800.1,307,281,155,252,,,,,,,,,
3562,04:56:45,17805.1,307,281,155,252,,,,,,,,,
3563,04:56:50,17810.1,307,281,155,252,,,,,,,,,
3564,04:56:55,17815.1,307,281,155,252,,,,,,,,,
3565,04:57:00,17820.1,307,281,155,252,,,,,,,,,
3566,04:57:05,17825.1,307,281,155,252,,,,,,,,,
3567,04:57:10,17830.1,307,281,155,252,,,,,,,,,
3568,04:57:15,17835.1,307,281,155,252,,,,,,,,,
3569,04:57:20,17840.1,307,281,155,252,,,,,,,,,
3570,04:57:25,17845.1,307,281,155,252,,,,,,,,,
3571,04:57:30,17850.1,307,281,155,252,,,,,,,,,
3572,04:57:35,17855.1,307,281,155,252,,,,,,,,,
3573,04:57:40,17860.1,307,281,155,252,,,,,,,,,
3574,04:57:45,17865.1,307,281,155,252,,,,,,,,,
3575,04:57:50,17870.1,307,281,155,252,,,,,,,,,
3576,04:57:55,17875.1,307,281,155,252,,,,,,,,,
3577,04:58:00,17880.1,307,281,155,252,,,,,,,,,
3578,04:58:05,17885.1,307,281,155,252,,,,,,,,,
3579,04:58:10,17890.1,307,281,155,252,,,,,,,,,
3580,04:58:15,17895.1,307,281,155,252,,,,,,,,,
3581,04:58:20,17900.1,307,281,155,252,,,,,,,,,
3582,04:58:25,17905.1,307,281,155,252,,,,,,,,,
3583,04:58:30,17910.1,307,281,155,252,,,,,,,,,
3584,04:58:35,17915.1,307,281,155,252,,,,,,,,,
3585,04:58:40,17920.1,307,281,155,252,,,,,,,,,
3586,04:58:45,17925.1,307,281,155,252,,,,,,,,,
3587,04:58:50,17930.1,307,281,155,252,,,,,,,,,
3588,04:58:55,17935.1,307,281,155,252,,,,,,,,,
3589,04:59:00,17940.1,307,281,155,252,,,,,,,,,
3590,04:59:05,17945.1,307,281,155,252,,,,,,,,,
3591,04:59:10,17950.1,307,281,155,252,,,,,,,,,
3592,04:59:15,17955.1,307,281,155,252,,,,,,,,,
3593,04:59:20,17960.1,307,281,155,252,,,,,,,,,
3594,04:59:25,17965.1,307,281,155,252,,,,,,,,,
3595,04:59:30,17970.1,307,281,155,252,,,,,,,,,
3596,04:59:35,17975.1,307,281,155,252,,,,,,,,,
3597,04:59:40,17980.1,307,281,155,252,,,,,,,,,
3598,04:59:45,17985.1,307,281,155,252,,,,,,,,,
3599,04:59:50,17990.1,307,281,155,252,,,,,,,,,
3600,04:59:55,17995.1,307,281,155,252,,,,,,,,,
3601,05:00:00,18000.1,307,281,155,252,,,,,,,,,
3602,05:00:05,18005.1,307,281,155,252,,,,,,,,,
3603,05:00:10,18010.1,307,281,155,252,,,,,,,,,
3604,05:00:15,18015.1,307,281,155,252,,,,,,,,,
3605,05:00:20,18020.1,307,281,155,252,,,,,,,,,
3606,05:00:25,18025.1,307,281,155,252,,,,,,,,,
3607,05:00:30,18030.1,307,281,155,252,,,,,,,,,
3608,05:00:35,18035.1,307,281,155,252,,,,,,,,,
3609,05:00:40,18040.1,307,281,155,252,,,,,,,,,
3610,05:00:45,18045.1,307,281,155,252,,,,,,,,,
3611,05:00:50,18050.1,307,281,155,252,,,,,,,,,
3612,05:00:55,18055.1,307,281,155,252,,,,,,,,,
3613,05:01:00,18060.1,307,281,155,252,,,,,,,,,
3614,05:01:05,18065.1,307,281,155,252,,,,,,,,,
3615,05:01:10,18070.1,307,281,155,252,,,,,,,,,
3616,05:01:15,18075.1,307,281,155,252,,,,,,,,,
3617,05:01:20,18080.1,307,281,155,252,,,,,,,,,
3618,05:01:25,18085.1,307,281,155,252,,,,,,,,,
3619,05:01:30,18090.1,307,281,155,252,,,,,,,,,
3620,05:01:35,18095.1,307,281,155,252,,,,,,,,,
3621,05:01:40,18100.1,307,281,155,252,,,,,,,,,
3622,05:01:45,18105.1,307,281,155,252,,,,,,,,,
3623,05:01:50,18110.1,307,281,155,252,,,,,,,,,
3624,05:01:55,18115.1,307,281,155,252,,,,,,,,,
3625,05:02:00,18120.1,307,281,155,252,,,,,,,,,
3626,05:02:05,18125.1,307,281,155,252,,,,,,,,,
3627,05:02:10,18130.1,307,281,155,252,,,,,,,,,
3628,05:02:15,18135.1,307,281,155,252,,,,,,,,,
3629,05:02:20,18140.1,307,281,155,252,,,,,,,,,
3630,05:02:25,18145.1,307,281,155,252,,,,,,,,,
3631,05:02:30,18150.1,307,281,155,252,,,,,,,,,
3632,05:02:35,18155.1,307,281,155,252,,,,,,,,,
3633,05:02:40,18160.1,307,281,155,252,,,,,,,,,
3634,05:02:45,18165.1,307,281,155,252,,,,,,,,,
3635,05:02:50,18170.1,307,281,155,252,,,,,,,,,
3636,05:02:55,18175.1,307,281,155,252,,,,,,,,,
3637,05:03:00,18180.1,307,281,155,252,,,,,,,,,
3638,05:03:05,18185.1,307,281,155,252,,,,,,,,,
3639,05:03:10,18190.1,307,281,155,252,,,,,,,,,
3640,05:03:15,18195.1,307,281,155,252,,,,,,,,,
3641,05:03:20,18200.1,307,281,155,252,,,,,,,,,
3642,05:03:25,18205.1,307,281,155,252,,,,,,,,,
3643,05:03:30,18210.1,307,281,155,252,,,,,,,,,
3644,05:03:35,18215.1,307,281,155,252,,,,,,,,,
3645,05:03:40,18220.1,307,281,155,252,,,,,,,,,
3646,05:03:45,18225.1,307,281,155,252,,,,,,,,,
3647,05:03:50,18230.1,307,281,155,252,,,,,,,,,
3648,05:03:55,18235.1,307,281,155,252,,,,,,,,,
3649,05:04:00,18240.1,307,281,155,252,,,,,,,,,
3650,05:04:05,18245.1,307,281,155,252,,,,,,,,,
3651,05:04:10,18250.1,307,281,155,252,,,,,,,,,
3652,05:04:15,18255.1,307,281,155,252,,,,,,,,,
3653,05:04:20,18260.1,307,281,155,252,,,,,,,,,
3654,05:04:25,18265.1,307,281,155,252,,,,,,,,,
3655,05:04:30,18270.1,307,281,155,252,,,,,,,,,
3656,05:04:35,18275.1,307,281,155,252,,,,,,,,,
3657,05:04:40,18280.1,307,281,155,252,,,,,,,,,
3658,05:04:45,18285.1,307,281,155,252,,,,,,,,,
3659,05:04:50,18290.1,307,281,155,252,,,,,,,,,
3660,05:04:55,18295.1,307,281,155,252,,,,,,,,,
3661,05:05:00,18300.1,307,281,155,252,,,,,,,,,
3662,05:05:05,18305.1,307,281,155,252,,,,,,,,,
3663,05:05:10,18310.1,307,281,155,252,,,,,,,,,
3664,05:05:15,18315.1,307,281,155,252,,,,,,,,,
3665,05:05:20,18320.1,307,281,155,252,,,,,,,,,
3666,05:05:25,18325.1,307,281,155,252,,,,,,,,,
3667,05:05:30,18330.1,307,281,155,252,,,,,,,,,
3668,05:05:35,18335.1,307,281,155,252,,,,,,,,,
3669,05:05:40,18340.1,307,281,155,252,,,,,,,,,
3670,05:05:45,18345.1,307,281,155,252,,,,,,,,,
3671,05:05:50,18350.1,307,281,155,252,,,,,,,,,
3672,05:05:55,18355.1,307,281,155,252,,,,,,,,,
3673,05:06:00,18360.1,307,281,155,252,,,,,,,,,
3674,05:06:05,18365.1,307,281,155,252,,,,,,,,,
3675,05:06:10,18370.1,307,281,155,252,,,,,,,,,
3676,05:06:15,18375.1,307,281,155,252,,,,,,,,,
3677,05:06:20,18380.1,307,281,155,252,,,,,,,,,
3678,05:06:25,18385.1,307,281,155,252,,,,,,,,,
3679,05:06:30,18390.1,307,281,155,252,,,,,,,,,
3680,05:06:35,18395.1,307,281,155,252,,,,,,,,,
3681,05:06:40,18400.1,307,281,155,252,,,,,,,,,
3682,05:06:45,18405.1,307,281,155,252,,,,,,,,,
3683,05:06:50,18410.1,307,281,155,252,,,,,,,,,
3684,05:06:55,18415.1,307,281,155,252,,,,,,,,,
3685,05:07:00,18420.1,307,281,155,252,,,,,,,,,
3686,05:07:05,18425.1,307,281,155,252,,,,,,,,,
3687,05:07:10,18430.1,307,281,155,252,,,,,,,,,
3688,05:07:15,18435.1,307,281,155,252,,,,,,,,,
3689,05:07:20,18440.1,307,281,155,252,,,,,,,,,
3690,05:07:25,18445.1,307,281,155,252,,,,,,,,,
3691,05:07:30,18450.1,307,281,155,252,,,,,,,,,
3692,05:07:35,18455.1,307,281,155,252,,,,,,,,,
3693,05:07:40,18460.1,307,281,155,252,,,,,,,,,
3694,05:07:45,18465.1,307,281,155,252,,,,,,,,,
3695,05:07:50,18470.1,307,281,155,252,,,,,,,,,
3696,05:07:55,18475.1,307,281,155,252,,,,,,,,,
3697,05:08:00,18480.1,307,281,155,252,,,,,,,,,
3698,05:08:05,18485.1,307,281,155,252,,,,,,,,,
3699,05:08:10,18490.1,307,281,155,252,,,,,,,,,
3700,05:08:15,18495.1,307,281,155,252,,,,,,,,,
3701,05:08:20,18500.1,307,281,155,252,,,,,,,,,
3702,05:08:25,18505.1,307,281,155,252,,,,,,,,,
3703,05:08:30,18510.1,307,281,155,252,,,,,,,,,
3704,05:08:35,18515.1,307,281,155,252,,,,,,,,,
3705,05:08:40,18520.1,307,281,155,252,,,,,,,,,
3706,05:08:45,18525.1,307,281,155,252,,,,,,,,,
3707,05:08:50,18530.1,307,281,155,252,,,,,,,,,
3708,05:08:55,18535.1,307,281,155,252,,,,,,,,,
3709,05:09:00,18540.1,307,281,155,252,,,,,,,,,
3710,05:09:05,18545.1,307,281,155,252,,,,,,,,,
3711,05:09:10,18550.1,307,281,155,252,,,,,,,,,
3712,05:09:15,18555.1,307,281,155,252,,,,,,,,,
3713,05:09:20,18560.1,307,281,155,252,,,,,,,,,
3714,05:09:25,18565.1,307,281,155,252,,,,,,,,,
3715,05:09:30,18570.1,307,281,155,252,,,,,,,,,
3716,05:09:35,18575.1,307,281,155,252,,,,,,,,,
3717,05:09:40,18580.1,307,281,155,252,,,,,,,,,
3718,05:09:45,18585.1,307,281,155,252,,,,,,,,,
3719,05:09:50,18590.1,307,281,155,252,,,,,,,,,
3720,05:09:55,18595.1,307,281,155,252,,,,,,,,,
3721,05:10:00,18600.1,307,281,155,252,,,,,,,,,
3722,05:10:05,18605.1,307,281,155,252,,,,,,,,,
3723,05:10:10,18610.1,307,281,155,252,,,,,,,,,
3724,05:10:15,18615.1,307,281,155,252,,,,,,,,,
