Time,Quads Limetree Bar,Bar,Quads LImetree Central Column,CentralColumn,Quads LImetree Salad Bar,SaladBar,Quads Limetree Hot Food Counter,HotCounter,Quads Limetree Pizza Counter,PizzaCounter,Mean,MovingAve5,MovingAve20,CO2Average,MovingAve500
12/04/2022 23:12,524 ppm,524,366 ppm,366,367 ppm,367,360 ppm,360,361 ppm,361,396,396,396,399,#N/A
12/04/2022 23:14,524 ppm,524,363 ppm,363,361 ppm,361,359 ppm,359,365 ppm,365,394,396,396,399,#N/A
12/04/2022 23:16,524 ppm,524,363 ppm,363,361 ppm,361,361 ppm,361,365 ppm,365,395,396,396,399,#N/A
12/04/2022 23:18,524 ppm,524,362 ppm,362,368 ppm,368,361 ppm,361,362 ppm,362,395,396,396,399,#N/A
12/04/2022 23:20,524 ppm,524,361 ppm,361,363 ppm,363,358 ppm,358,362 ppm,362,394,395,395,399,#N/A
12/04/2022 23:22,524 ppm,524,359 ppm,359,366 ppm,366,365 ppm,365,362 ppm,362,395,395,395,399,#N/A
12/04/2022 23:24,524 ppm,524,359 ppm,359,359 ppm,359,363 ppm,363,363 ppm,363,394,395,395,399,#N/A
12/04/2022 23:26,524 ppm,524,365 ppm,365,363 ppm,363,361 ppm,361,372 ppm,372,397,395,396,399,#N/A
12/04/2022 23:28,524 ppm,524,364 ppm,364,365 ppm,365,366 ppm,366,358 ppm,358,395,395,396,399,#N/A
12/04/2022 23:30,524 ppm,524,358 ppm,358,365 ppm,365,366 ppm,366,365 ppm,365,396,395,396,399,#N/A
12/04/2022 23:32,524 ppm,524,364 ppm,364,366 ppm,366,358 ppm,358,365 ppm,365,395,395,396,399,#N/A
12/04/2022 23:34,524 ppm,524,359 ppm,359,363 ppm,363,365 ppm,365,362 ppm,362,395,396,395,399,#N/A
12/04/2022 23:36,524 ppm,524,362 ppm,362,366 ppm,366,358 ppm,358,379 ppm,379,398,396,396,399,#N/A
12/04/2022 23:38,524 ppm,524,359 ppm,359,365 ppm,365,364 ppm,364,446 ppm,446,412,399,396,400,#N/A
12/04/2022 23:40,524 ppm,524,361 ppm,361,362 ppm,362,362 ppm,362,373 ppm,373,396,399,396,400,#N/A
12/04/2022 23:42,524 ppm,524,361 ppm,361,361 ppm,361,361 ppm,361,365 ppm,365,394,399,396,399,#N/A
12/04/2022 23:44,524 ppm,524,362 ppm,362,361 ppm,361,363 ppm,363,363 ppm,363,395,399,396,399,#N/A
12/04/2022 23:46,524 ppm,524,361 ppm,361,365 ppm,365,367 ppm,367,364 ppm,364,396,399,396,399,#N/A
12/04/2022 23:48,524 ppm,524,362 ppm,362,363 ppm,363,366 ppm,366,399 ppm,399,403,397,397,399,#N/A
12/04/2022 23:50,524 ppm,524,358 ppm,358,362 ppm,362,364 ppm,364,362 ppm,362,394,396,396,398,#N/A
12/04/2022 23:52,524 ppm,524,361 ppm,361,357 ppm,357,364 ppm,364,361 ppm,361,393,396,396,398,#N/A
12/04/2022 23:54,524 ppm,524,358 ppm,358,357 ppm,357,366 ppm,366,360 ppm,360,393,396,396,397,#N/A
12/04/2022 23:56,524 ppm,524,362 ppm,362,363 ppm,363,366 ppm,366,358 ppm,358,395,396,396,397,#N/A
12/04/2022 23:58,524 ppm,524,363 ppm,363,359 ppm,359,363 ppm,363,362 ppm,362,394,394,396,396,#N/A
13/04/2022 00:00,524 ppm,524,357 ppm,357,357 ppm,357,368 ppm,368,359 ppm,359,393,394,396,396,#N/A
13/04/2022 00:02,524 ppm,524,363 ppm,363,366 ppm,366,365 ppm,365,366 ppm,366,397,394,396,396,#N/A
13/04/2022 00:04,524 ppm,524,364 ppm,364,364 ppm,364,357 ppm,357,365 ppm,365,395,395,396,396,#N/A
13/04/2022 00:06,524 ppm,524,359 ppm,359,365 ppm,365,364 ppm,364,377 ppm,377,398,395,396,396,#N/A
13/04/2022 00:08,524 ppm,524,360 ppm,360,364 ppm,364,357 ppm,357,485 ppm,485,418,400,397,396,#N/A
13/04/2022 00:10,524 ppm,524,359 ppm,359,362 ppm,362,359 ppm,359,477 ppm,477,416,405,398,397,#N/A
13/04/2022 00:12,524 ppm,524,359 ppm,359,362 ppm,362,361 ppm,361,435 ppm,435,408,407,399,397,#N/A
13/04/2022 00:14,524 ppm,524,360 ppm,360,365 ppm,365,358 ppm,358,363 ppm,363,394,407,399,397,#N/A
13/04/2022 00:16,524 ppm,524,366 ppm,366,366 ppm,366,358 ppm,358,364 ppm,364,396,406,399,397,#N/A
13/04/2022 00:18,524 ppm,524,365 ppm,365,362 ppm,362,359 ppm,359,367 ppm,367,395,402,398,397,#N/A
13/04/2022 00:20,524 ppm,524,364 ppm,364,367 ppm,367,359 ppm,359,426 ppm,426,408,400,399,397,#N/A
13/04/2022 00:22,524 ppm,524,364 ppm,364,364 ppm,364,359 ppm,359,410 ppm,410,404,399,399,397,#N/A
13/04/2022 00:24,524 ppm,524,358 ppm,358,367 ppm,367,360 ppm,360,389 ppm,389,400,401,399,397,#N/A
13/04/2022 00:26,524 ppm,524,357 ppm,357,365 ppm,365,359 ppm,359,363 ppm,363,394,400,399,397,#N/A
13/04/2022 00:28,524 ppm,524,363 ppm,363,366 ppm,366,360 ppm,360,361 ppm,361,395,400,399,397,#N/A
13/04/2022 00:30,524 ppm,524,363 ppm,363,361 ppm,361,361 ppm,361,360 ppm,360,394,397,399,397,#N/A
13/04/2022 00:32,524 ppm,524,363 ppm,363,359 ppm,359,361 ppm,361,365 ppm,365,394,395,399,397,#N/A
13/04/2022 00:34,524 ppm,524,366 ppm,366,360 ppm,360,363 ppm,363,358 ppm,358,394,394,399,397,#N/A
13/04/2022 00:36,524 ppm,524,362 ppm,362,357 ppm,357,362 ppm,362,408 ppm,408,403,396,399,397,#N/A
13/04/2022 00:38,524 ppm,524,362 ppm,362,363 ppm,363,365 ppm,365,360 ppm,360,395,396,399,397,#N/A
13/04/2022 00:40,524 ppm,524,360 ppm,360,359 ppm,359,366 ppm,366,357 ppm,357,393,396,400,397,#N/A
13/04/2022 00:42,524 ppm,524,364 ppm,364,358 ppm,358,364 ppm,364,381 ppm,381,398,397,400,397,#N/A
13/04/2022 00:44,524 ppm,524,363 ppm,363,363 ppm,363,362 ppm,362,357 ppm,357,394,397,400,397,#N/A
13/04/2022 00:46,524 ppm,524,360 ppm,360,366 ppm,366,365 ppm,365,363 ppm,363,396,395,399,397,#N/A
13/04/2022 00:48,524 ppm,524,360 ppm,360,368 ppm,368,363 ppm,363,356 ppm,356,394,395,398,397,#N/A
13/04/2022 00:50,524 ppm,524,368 ppm,368,358 ppm,358,366 ppm,366,370 ppm,370,397,396,397,397,#N/A
13/04/2022 00:52,524 ppm,524,363 ppm,363,366 ppm,366,366 ppm,366,465 ppm,465,417,400,398,398,#N/A
13/04/2022 00:54,524 ppm,524,362 ppm,362,363 ppm,363,363 ppm,363,450 ppm,450,412,403,399,398,#N/A
13/04/2022 00:56,524 ppm,524,361 ppm,361,364 ppm,364,364 ppm,364,366 ppm,366,396,403,399,398,#N/A
13/04/2022 00:58,524 ppm,524,360 ppm,360,356 ppm,356,365 ppm,365,357 ppm,357,392,403,398,398,#N/A
13/04/2022 01:00,524 ppm,524,363 ppm,363,362 ppm,362,367 ppm,367,359 ppm,359,395,402,398,398,#N/A
13/04/2022 01:02,524 ppm,524,361 ppm,361,361 ppm,361,368 ppm,368,360 ppm,360,395,398,397,398,#N/A
13/04/2022 01:04,524 ppm,524,362 ppm,362,362 ppm,362,362 ppm,362,377 ppm,377,397,395,397,398,#N/A
13/04/2022 01:06,524 ppm,524,363 ppm,363,361 ppm,361,368 ppm,368,430 ppm,430,409,398,398,398,#N/A
13/04/2022 01:08,524 ppm,524,361 ppm,361,359 ppm,359,367 ppm,367,365 ppm,365,395,398,398,398,#N/A
13/04/2022 01:10,524 ppm,524,366 ppm,366,364 ppm,364,364 ppm,364,368 ppm,368,397,399,398,398,#N/A
13/04/2022 01:12,524 ppm,524,363 ppm,363,364 ppm,364,356 ppm,356,367 ppm,367,395,399,398,398,#N/A
13/04/2022 01:14,524 ppm,524,359 ppm,359,365 ppm,365,359 ppm,359,366 ppm,366,395,398,398,398,#N/A
13/04/2022 01:16,524 ppm,524,359 ppm,359,365 ppm,365,359 ppm,359,369 ppm,369,395,395,398,398,#N/A
13/04/2022 01:18,524 ppm,524,366 ppm,366,365 ppm,365,367 ppm,367,363 ppm,363,397,396,398,398,#N/A
13/04/2022 01:20,524 ppm,524,363 ppm,363,364 ppm,364,366 ppm,366,358 ppm,358,395,395,398,398,#N/A
13/04/2022 01:22,524 ppm,524,363 ppm,363,365 ppm,365,359 ppm,359,369 ppm,369,396,396,398,398,#N/A
13/04/2022 01:24,524 ppm,524,364 ppm,364,357 ppm,357,358 ppm,358,377 ppm,377,396,396,398,398,#N/A
13/04/2022 01:26,524 ppm,524,365 ppm,365,363 ppm,363,360 ppm,360,366 ppm,366,396,396,398,398,#N/A
13/04/2022 01:28,524 ppm,524,365 ppm,365,363 ppm,363,357 ppm,357,358 ppm,358,393,395,398,398,#N/A
13/04/2022 01:30,524 ppm,524,362 ppm,362,361 ppm,361,358 ppm,358,363 ppm,363,394,395,398,398,#N/A
13/04/2022 01:32,524 ppm,524,364 ppm,364,366 ppm,366,358 ppm,358,363 ppm,363,395,395,397,398,#N/A
13/04/2022 01:34,524 ppm,524,361 ppm,361,359 ppm,359,360 ppm,360,458 ppm,458,412,398,397,398,#N/A
13/04/2022 01:36,524 ppm,524,356 ppm,356,359 ppm,359,360 ppm,360,494 ppm,494,419,403,398,399,#N/A
13/04/2022 01:38,524 ppm,524,363 ppm,363,365 ppm,365,358 ppm,358,379 ppm,379,398,403,398,399,#N/A
13/04/2022 01:40,524 ppm,524,363 ppm,363,359 ppm,359,366 ppm,366,361 ppm,361,395,404,398,399,#N/A
13/04/2022 01:42,524 ppm,524,363 ppm,363,357 ppm,357,358 ppm,358,365 ppm,365,393,403,398,399,#N/A
13/04/2022 01:44,524 ppm,524,362 ppm,362,361 ppm,361,359 ppm,359,374 ppm,374,396,400,398,399,#N/A
13/04/2022 01:46,524 ppm,524,360 ppm,360,360 ppm,360,361 ppm,361,404 ppm,404,402,397,398,399,#N/A
13/04/2022 01:48,524 ppm,524,363 ppm,363,356 ppm,356,359 ppm,359,361 ppm,361,393,396,398,398,#N/A
13/04/2022 01:50,524 ppm,524,367 ppm,367,365 ppm,365,361 ppm,361,365 ppm,365,396,396,397,398,#N/A
13/04/2022 01:52,524 ppm,524,363 ppm,363,366 ppm,366,358 ppm,358,367 ppm,367,396,396,398,398,#N/A
13/04/2022 01:54,524 ppm,524,360 ppm,360,361 ppm,361,359 ppm,359,377 ppm,377,396,397,398,398,#N/A
13/04/2022 01:56,524 ppm,524,364 ppm,364,361 ppm,361,361 ppm,361,394 ppm,394,401,396,398,398,#N/A
13/04/2022 01:58,524 ppm,524,363 ppm,363,358 ppm,358,360 ppm,360,416 ppm,416,404,399,398,398,#N/A
13/04/2022 02:00,524 ppm,524,361 ppm,361,363 ppm,363,358 ppm,358,390 ppm,390,399,399,398,398,#N/A
13/04/2022 02:02,524 ppm,524,360 ppm,360,369 ppm,369,360 ppm,360,377 ppm,377,398,400,399,398,#N/A
13/04/2022 02:04,524 ppm,524,358 ppm,358,361 ppm,361,361 ppm,361,358 ppm,358,392,399,398,398,#N/A
13/04/2022 02:06,524 ppm,524,363 ppm,363,358 ppm,358,360 ppm,360,368 ppm,368,395,398,398,398,#N/A
13/04/2022 02:08,524 ppm,524,366 ppm,366,366 ppm,366,365 ppm,365,366 ppm,366,397,396,399,398,#N/A
13/04/2022 02:10,524 ppm,524,364 ppm,364,359 ppm,359,362 ppm,362,363 ppm,363,394,395,399,398,#N/A
13/04/2022 02:12,524 ppm,524,361 ppm,361,365 ppm,365,360 ppm,360,363 ppm,363,395,395,399,398,#N/A
13/04/2022 02:14,524 ppm,524,362 ppm,362,368 ppm,368,360 ppm,360,356 ppm,356,394,395,398,398,#N/A
13/04/2022 02:16,524 ppm,524,365 ppm,365,366 ppm,366,360 ppm,360,362 ppm,362,395,395,396,398,#N/A
13/04/2022 02:18,524 ppm,524,365 ppm,365,368 ppm,368,361 ppm,361,413 ppm,413,406,397,397,398,#N/A
13/04/2022 02:20,524 ppm,524,357 ppm,357,361 ppm,361,364 ppm,364,382 ppm,382,398,398,397,398,#N/A
13/04/2022 02:22,524 ppm,524,366 ppm,366,359 ppm,359,364 ppm,364,363 ppm,363,395,398,397,398,#N/A
13/04/2022 02:24,524 ppm,524,367 ppm,367,357 ppm,357,361 ppm,361,363 ppm,363,394,398,397,398,#N/A
13/04/2022 02:26,524 ppm,524,367 ppm,367,361 ppm,361,362 ppm,362,358 ppm,358,394,398,397,398,#N/A
13/04/2022 02:28,524 ppm,524,362 ppm,362,365 ppm,365,362 ppm,362,389 ppm,389,400,396,397,398,#N/A
13/04/2022 02:30,524 ppm,524,363 ppm,363,364 ppm,364,361 ppm,361,444 ppm,444,411,399,398,398,#N/A
13/04/2022 02:32,524 ppm,524,365 ppm,365,369 ppm,369,365 ppm,365,417 ppm,417,408,402,398,398,#N/A
13/04/2022 02:34,524 ppm,524,361 ppm,361,357 ppm,357,363 ppm,363,366 ppm,366,394,402,398,398,#N/A
13/04/2022 02:36,524 ppm,524,358 ppm,358,358 ppm,358,360 ppm,360,365 ppm,365,393,401,398,398,#N/A
13/04/2022 02:38,524 ppm,524,359 ppm,359,365 ppm,365,362 ppm,362,360 ppm,360,394,400,397,398,#N/A
13/04/2022 02:40,524 ppm,524,359 ppm,359,364 ppm,364,360 ppm,360,410 ppm,410,403,399,398,398,#N/A
13/04/2022 02:42,524 ppm,524,358 ppm,358,362 ppm,362,359 ppm,359,395 ppm,395,400,397,398,398,#N/A
13/04/2022 02:44,524 ppm,524,356 ppm,356,358 ppm,358,362 ppm,362,369 ppm,369,394,397,398,398,#N/A
13/04/2022 02:46,524 ppm,524,361 ppm,361,367 ppm,367,363 ppm,363,360 ppm,360,395,397,398,398,#N/A
13/04/2022 02:48,524 ppm,524,364 ppm,364,357 ppm,357,359 ppm,359,363 ppm,363,393,397,398,398,#N/A
13/04/2022 02:50,524 ppm,524,364 ppm,364,364 ppm,364,357 ppm,357,368 ppm,368,395,395,398,398,#N/A
13/04/2022 02:52,524 ppm,524,358 ppm,358,361 ppm,361,359 ppm,359,366 ppm,366,394,394,398,397,#N/A
13/04/2022 02:54,524 ppm,524,360 ppm,360,356 ppm,356,361 ppm,361,357 ppm,357,392,394,397,397,#N/A
13/04/2022 02:56,524 ppm,524,361 ppm,361,364 ppm,364,362 ppm,362,361 ppm,361,394,394,397,397,#N/A
13/04/2022 02:58,524 ppm,524,362 ppm,362,366 ppm,366,363 ppm,363,365 ppm,365,396,394,397,397,#N/A
13/04/2022 03:00,524 ppm,524,362 ppm,362,363 ppm,363,365 ppm,365,403 ppm,403,403,396,397,398,#N/A
13/04/2022 03:02,524 ppm,524,364 ppm,364,359 ppm,359,365 ppm,365,556 ppm,556,434,404,399,398,#N/A
13/04/2022 03:04,524 ppm,524,361 ppm,361,361 ppm,361,361 ppm,361,441 ppm,441,410,407,400,399,#N/A
13/04/2022 03:06,524 ppm,524,365 ppm,365,363 ppm,363,362 ppm,362,363 ppm,363,395,408,400,399,#N/A
13/04/2022 03:08,524 ppm,524,365 ppm,365,360 ppm,360,363 ppm,363,364 ppm,364,395,407,400,399,#N/A
13/04/2022 03:10,524 ppm,524,362 ppm,362,362 ppm,362,362 ppm,362,360 ppm,360,394,406,399,399,#N/A
13/04/2022 03:12,524 ppm,524,361 ppm,361,365 ppm,365,361 ppm,361,383 ppm,383,399,399,398,399,#N/A
13/04/2022 03:14,524 ppm,524,363 ppm,363,365 ppm,365,363 ppm,363,508 ppm,508,425,402,400,399,#N/A
13/04/2022 03:16,524 ppm,524,365 ppm,365,358 ppm,358,363 ppm,363,483 ppm,483,419,406,401,399,#N/A
13/04/2022 03:18,524 ppm,524,363 ppm,363,363 ppm,363,362 ppm,362,406 ppm,406,404,408,402,399,#N/A
13/04/2022 03:20,524 ppm,524,358 ppm,358,360 ppm,360,363 ppm,363,361 ppm,361,393,408,401,399,#N/A
13/04/2022 03:22,524 ppm,524,362 ppm,362,360 ppm,360,362 ppm,362,358 ppm,358,393,407,401,399,#N/A
13/04/2022 03:24,524 ppm,524,362 ppm,362,359 ppm,359,361 ppm,361,390 ppm,390,399,402,401,399,#N/A
13/04/2022 03:26,524 ppm,524,366 ppm,366,368 ppm,368,361 ppm,361,435 ppm,435,411,400,402,399,#N/A
13/04/2022 03:28,524 ppm,524,361 ppm,361,367 ppm,367,366 ppm,366,450 ppm,450,414,402,403,400,#N/A
13/04/2022 03:30,524 ppm,524,360 ppm,360,365 ppm,365,365 ppm,365,366 ppm,366,396,403,403,400,#N/A
13/04/2022 03:32,524 ppm,524,364 ppm,364,358 ppm,358,364 ppm,364,365 ppm,365,395,403,403,400,#N/A
13/04/2022 03:34,524 ppm,524,362 ppm,362,368 ppm,368,366 ppm,366,357 ppm,357,395,402,403,400,#N/A
13/04/2022 03:36,524 ppm,524,363 ppm,363,357 ppm,357,364 ppm,364,366 ppm,366,395,399,403,400,#N/A
13/04/2022 03:38,524 ppm,524,360 ppm,360,366 ppm,366,363 ppm,363,387 ppm,387,400,396,403,399,396
13/04/2022 03:40,524 ppm,524,359 ppm,359,364 ppm,364,365 ppm,365,369 ppm,369,396,396,403,399,396
13/04/2022 03:42,524 ppm,524,364 ppm,364,366 ppm,366,365 ppm,365,361 ppm,361,396,396,401,399,396
13/04/2022 03:44,524 ppm,524,363 ppm,363,363 ppm,363,365 ppm,365,382 ppm,382,399,397,401,399,396
13/04/2022 03:46,524 ppm,524,361 ppm,361,361 ppm,361,363 ppm,363,390 ppm,390,400,398,401,400,396
13/04/2022 03:48,524 ppm,524,359 ppm,359,359 ppm,359,366 ppm,366,365 ppm,365,395,397,401,400,396
13/04/2022 03:50,524 ppm,524,363 ppm,363,359 ppm,359,364 ppm,364,356 ppm,356,393,397,401,400,396
13/04/2022 03:52,524 ppm,524,356 ppm,356,365 ppm,365,364 ppm,364,365 ppm,365,395,396,401,400,396
13/04/2022 03:54,524 ppm,524,360 ppm,360,361 ppm,361,363 ppm,363,365 ppm,365,395,395,399,400,396
13/04/2022 03:56,524 ppm,524,361 ppm,361,365 ppm,365,364 ppm,364,528 ppm,528,428,401,400,400,396
13/04/2022 03:58,524 ppm,524,364 ppm,364,365 ppm,365,364 ppm,364,611 ppm,611,446,411,402,401,396
13/04/2022 04:00,524 ppm,524,362 ppm,362,364 ppm,364,360 ppm,360,540 ppm,540,430,419,404,402,396
13/04/2022 04:02,524 ppm,524,361 ppm,361,356 ppm,356,364 ppm,364,396 ppm,396,400,420,404,402,397
13/04/2022 04:04,524 ppm,524,361 ppm,361,360 ppm,360,362 ppm,362,365 ppm,365,394,420,404,402,397
13/04/2022 04:06,524 ppm,524,359 ppm,359,360 ppm,360,362 ppm,362,361 ppm,361,393,413,403,402,397
13/04/2022 04:08,524 ppm,524,359 ppm,359,362 ppm,362,364 ppm,364,362 ppm,362,394,402,402,402,396
13/04/2022 04:10,524 ppm,524,362 ppm,362,365 ppm,365,366 ppm,366,356 ppm,356,395,395,402,401,396
13/04/2022 04:12,524 ppm,524,362 ppm,362,361 ppm,361,362 ppm,362,452 ppm,452,412,398,403,401,396
13/04/2022 04:14,524 ppm,524,365 ppm,365,359 ppm,359,364 ppm,364,364 ppm,364,395,398,403,401,396
13/04/2022 04:16,524 ppm,524,365 ppm,365,368 ppm,368,366 ppm,366,390 ppm,390,403,400,403,402,396
13/04/2022 04:18,524 ppm,524,363 ppm,363,365 ppm,365,362 ppm,362,363 ppm,363,395,400,403,402,396
13/04/2022 04:20,524 ppm,524,363 ppm,363,365 ppm,365,361 ppm,361,402 ppm,402,403,402,403,402,396
13/04/2022 04:22,524 ppm,524,363 ppm,363,365 ppm,365,365 ppm,365,495 ppm,495,422,404,404,402,396
13/04/2022 04:24,524 ppm,524,368 ppm,368,365 ppm,365,364 ppm,364,475 ppm,475,419,409,405,403,396
13/04/2022 04:26,524 ppm,524,362 ppm,362,365 ppm,365,363 ppm,363,383 ppm,383,399,408,405,403,396
13/04/2022 04:28,524 ppm,524,361 ppm,361,362 ppm,362,364 ppm,364,367 ppm,367,396,408,405,403,395
13/04/2022 04:30,524 ppm,524,365 ppm,365,357 ppm,357,365 ppm,365,360 ppm,360,394,406,405,403,395
13/04/2022 04:32,524 ppm,524,361 ppm,361,364 ppm,364,364 ppm,364,368 ppm,368,396,401,406,403,395
13/04/2022 04:34,524 ppm,524,360 ppm,360,356 ppm,356,366 ppm,366,362 ppm,362,394,396,405,403,395
13/04/2022 04:36,524 ppm,524,359 ppm,359,365 ppm,365,365 ppm,365,365 ppm,365,396,395,404,403,395
13/04/2022 04:38,524 ppm,524,360 ppm,360,358 ppm,358,365 ppm,365,363 ppm,363,394,395,401,403,395
13/04/2022 04:40,524 ppm,524,365 ppm,365,363 ppm,363,357 ppm,357,415 ppm,415,405,397,400,403,395
13/04/2022 04:42,524 ppm,524,362 ppm,362,356 ppm,356,367 ppm,367,387 ppm,387,399,397,400,402,395
13/04/2022 04:44,524 ppm,524,364 ppm,364,366 ppm,366,364 ppm,364,360 ppm,360,396,398,400,402,395
13/04/2022 04:46,524 ppm,524,365 ppm,365,360 ppm,360,364 ppm,364,365 ppm,365,396,398,400,402,395
13/04/2022 04:48,524 ppm,524,364 ppm,364,363 ppm,363,364 ppm,364,378 ppm,378,399,399,400,402,395
13/04/2022 04:50,524 ppm,524,363 ppm,363,359 ppm,359,360 ppm,360,385 ppm,385,398,397,401,402,395
13/04/2022 04:52,524 ppm,524,365 ppm,365,358 ppm,358,367 ppm,367,374 ppm,374,398,397,400,402,395
13/04/2022 04:54,524 ppm,524,366 ppm,366,362 ppm,362,365 ppm,365,367 ppm,367,397,397,400,401,395
13/04/2022 04:56,524 ppm,524,367 ppm,367,362 ppm,362,356 ppm,356,359 ppm,359,394,397,399,401,394
13/04/2022 04:58,524 ppm,524,365 ppm,365,367 ppm,367,365 ppm,365,364 ppm,364,397,397,400,401,394
13/04/2022 05:00,524 ppm,524,364 ppm,364,359 ppm,359,368 ppm,368,366 ppm,366,396,396,399,401,394
13/04/2022 05:02,524 ppm,524,361 ppm,361,360 ppm,360,364 ppm,364,362 ppm,362,394,396,398,401,394
13/04/2022 05:04,524 ppm,524,365 ppm,365,364 ppm,364,357 ppm,357,361 ppm,361,394,395,397,401,394
13/04/2022 05:06,524 ppm,524,363 ppm,363,365 ppm,365,357 ppm,357,362 ppm,362,394,395,396,400,394
13/04/2022 05:08,524 ppm,524,358 ppm,358,360 ppm,360,357 ppm,357,448 ppm,448,409,398,397,400,394
13/04/2022 05:10,524 ppm,524,360 ppm,360,365 ppm,365,363 ppm,363,410 ppm,410,404,399,397,400,394
13/04/2022 05:12,524 ppm,524,362 ppm,362,359 ppm,359,368 ppm,368,359 ppm,359,394,399,397,400,393
13/04/2022 05:14,524 ppm,524,363 ppm,363,359 ppm,359,366 ppm,366,358 ppm,358,394,399,397,400,393
13/04/2022 05:16,524 ppm,524,361 ppm,361,362 ppm,362,364 ppm,364,366 ppm,366,395,400,397,400,393
13/04/2022 05:18,524 ppm,524,362 ppm,362,367 ppm,367,367 ppm,367,356 ppm,356,395,397,397,400,393
13/04/2022 05:20,524 ppm,524,362 ppm,362,365 ppm,365,360 ppm,360,370 ppm,370,396,395,397,400,393
13/04/2022 05:22,524 ppm,524,362 ppm,362,358 ppm,358,366 ppm,366,468 ppm,468,416,399,398,401,393
13/04/2022 05:24,524 ppm,524,362 ppm,362,368 ppm,368,365 ppm,365,460 ppm,460,416,404,399,401,393
13/04/2022 05:26,524 ppm,524,363 ppm,363,363 ppm,363,362 ppm,362,363 ppm,363,395,404,399,401,393
13/04/2022 05:28,524 ppm,524,362 ppm,362,363 ppm,363,364 ppm,364,362 ppm,362,395,404,399,401,393
13/04/2022 05:30,524 ppm,524,361 ppm,361,366 ppm,366,365 ppm,365,377 ppm,377,399,404,399,401,393
13/04/2022 05:32,524 ppm,524,361 ppm,361,361 ppm,361,365 ppm,365,417 ppm,417,406,402,399,401,393
13/04/2022 05:34,524 ppm,524,364 ppm,364,363 ppm,363,367 ppm,367,402 ppm,402,404,400,399,401,393
13/04/2022 05:36,524 ppm,524,366 ppm,366,361 ppm,361,365 ppm,365,366 ppm,366,396,400,400,401,393
13/04/2022 05:38,524 ppm,524,368 ppm,368,358 ppm,358,365 ppm,365,364 ppm,364,396,400,399,400,393
13/04/2022 05:40,524 ppm,524,356 ppm,356,362 ppm,362,363 ppm,363,366 ppm,366,394,399,399,399,393
13/04/2022 05:42,524 ppm,524,365 ppm,365,364 ppm,364,366 ppm,366,359 ppm,359,396,397,399,399,393
13/04/2022 05:44,524 ppm,524,365 ppm,365,366 ppm,366,362 ppm,362,364 ppm,364,396,396,400,399,393
13/04/2022 05:46,524 ppm,524,362 ppm,362,361 ppm,361,365 ppm,365,364 ppm,364,395,395,400,399,393
13/04/2022 05:48,524 ppm,524,362 ppm,362,360 ppm,360,367 ppm,367,360 ppm,360,395,395,399,399,393
13/04/2022 05:50,524 ppm,524,366 ppm,366,366 ppm,366,363 ppm,363,487 ppm,487,421,401,400,400,393
13/04/2022 05:52,524 ppm,524,364 ppm,364,364 ppm,364,364 ppm,364,469 ppm,469,417,405,401,400,393
13/04/2022 05:54,524 ppm,524,359 ppm,359,364 ppm,364,363 ppm,363,365 ppm,365,395,405,401,400,393
13/04/2022 05:56,524 ppm,524,361 ppm,361,363 ppm,363,363 ppm,363,364 ppm,364,395,405,401,400,392
13/04/2022 05:58,524 ppm,524,359 ppm,359,365 ppm,365,361 ppm,361,357 ppm,357,393,404,401,400,392
13/04/2022 06:00,524 ppm,524,367 ppm,367,359 ppm,359,363 ppm,363,358 ppm,358,394,399,401,399,392
13/04/2022 06:02,524 ppm,524,360 ppm,360,363 ppm,363,363 ppm,363,380 ppm,380,398,395,400,399,392
13/04/2022 06:04,524 ppm,524,364 ppm,364,366 ppm,366,364 ppm,364,411 ppm,411,406,397,399,399,392
13/04/2022 06:06,524 ppm,524,358 ppm,358,361 ppm,361,365 ppm,365,403 ppm,403,402,399,400,399,392
13/04/2022 06:08,524 ppm,524,367 ppm,367,363 ppm,363,360 ppm,360,390 ppm,390,401,400,400,399,392
13/04/2022 06:10,524 ppm,524,364 ppm,364,362 ppm,362,361 ppm,361,366 ppm,366,395,400,400,399,392
13/04/2022 06:12,524 ppm,524,365 ppm,365,361 ppm,361,359 ppm,359,359 ppm,359,394,400,399,399,392
13/04/2022 06:14,524 ppm,524,362 ppm,362,365 ppm,365,368 ppm,368,366 ppm,366,397,398,399,399,392
13/04/2022 06:16,524 ppm,524,356 ppm,356,357 ppm,357,362 ppm,362,365 ppm,365,393,396,399,399,392
13/04/2022 06:18,524 ppm,524,364 ppm,364,367 ppm,367,366 ppm,366,364 ppm,364,397,395,399,399,392
13/04/2022 06:20,524 ppm,524,357 ppm,357,362 ppm,362,363 ppm,363,367 ppm,367,395,395,399,399,392
13/04/2022 06:22,524 ppm,524,361 ppm,361,365 ppm,365,367 ppm,367,360 ppm,360,395,395,399,399,392
13/04/2022 06:24,524 ppm,524,358 ppm,358,367 ppm,367,365 ppm,365,362 ppm,362,395,395,399,399,392
13/04/2022 06:26,524 ppm,524,361 ppm,361,357 ppm,357,361 ppm,361,359 ppm,359,392,395,399,398,392
13/04/2022 06:28,524 ppm,524,362 ppm,362,360 ppm,360,358 ppm,358,361 ppm,361,393,394,398,398,392
13/04/2022 06:30,524 ppm,524,359 ppm,359,360 ppm,360,358 ppm,358,365 ppm,365,393,394,397,398,393
