Time,Bar,Central_Column,Salad_Bar,Hot_Counter,Pizza_Counter
14/04/2022 08:16,364 ppm,374 ppm,413 ppm,359 ppm,359 ppm
14/04/2022 08:18,366 ppm,366 ppm,370 ppm,362 ppm,361 ppm
14/04/2022 08:20,357 ppm,364 ppm,362 ppm,357 ppm,360 ppm
14/04/2022 08:22,363 ppm,365 ppm,380 ppm,358 ppm,364 ppm
14/04/2022 08:24,362 ppm,366 ppm,366 ppm,359 ppm,368 ppm
14/04/2022 08:26,360 ppm,361 ppm,379 ppm,361 ppm,361 ppm
14/04/2022 08:28,363 ppm,366 ppm,364 ppm,358 ppm,366 ppm
14/04/2022 08:30,363 ppm,362 ppm,374 ppm,360 ppm,360 ppm
14/04/2022 08:32,364 ppm,361 ppm,364 ppm,359 ppm,362 ppm
14/04/2022 08:34,363 ppm,372 ppm,364 ppm,396 ppm,361 ppm
14/04/2022 08:36,363 ppm,364 ppm,374 ppm,359 ppm,365 ppm
14/04/2022 08:38,362 ppm,366 ppm,365 ppm,368 ppm,366 ppm
14/04/2022 08:40,366 ppm,358 ppm,374 ppm,366 ppm,364 ppm
14/04/2022 08:42,368 ppm,356 ppm,368 ppm,358 ppm,363 ppm
14/04/2022 08:44,362 ppm,364 ppm,362 ppm,363 ppm,364 ppm
14/04/2022 08:46,367 ppm,360 ppm,379 ppm,368 ppm,363 ppm
14/04/2022 08:48,366 ppm,360 ppm,370 ppm,365 ppm,364 ppm
14/04/2022 08:50,358 ppm,365 ppm,367 ppm,364 ppm,368 ppm
14/04/2022 08:52,357 ppm,362 ppm,365 ppm,363 ppm,364 ppm
14/04/2022 08:54,361 ppm,361 ppm,381 ppm,364 ppm,367 ppm
14/04/2022 08:56,364 ppm,359 ppm,366 ppm,364 ppm,365 ppm
14/04/2022 08:58,365 ppm,358 ppm,367 ppm,365 ppm,367 ppm
14/04/2022 09:00,367 ppm,360 ppm,366 ppm,366 ppm,357 ppm
14/04/2022 09:02,365 ppm,362 ppm,362 ppm,365 ppm,365 ppm
14/04/2022 09:04,360 ppm,359 ppm,365 ppm,366 ppm,361 ppm
14/04/2022 09:06,367 ppm,363 ppm,402 ppm,364 ppm,367 ppm
14/04/2022 09:08,747 ppm,360 ppm,366 ppm,365 ppm,358 ppm
14/04/2022 09:10,597 ppm,364 ppm,388 ppm,365 ppm,363 ppm
14/04/2022 09:12,455 ppm,360 ppm,374 ppm,366 ppm,365 ppm
14/04/2022 09:14,386 ppm,364 ppm,366 ppm,364 ppm,395 ppm
14/04/2022 09:16,356 ppm,366 ppm,366 ppm,364 ppm,497 ppm
14/04/2022 09:18,362 ppm,362 ppm,399 ppm,365 ppm,501 ppm
14/04/2022 09:20,359 ppm,363 ppm,466 ppm,364 ppm,440 ppm
14/04/2022 09:22,365 ppm,363 ppm,489 ppm,359 ppm,394 ppm
14/04/2022 09:24,363 ppm,358 ppm,453 ppm,367 ppm,361 ppm
14/04/2022 09:26,364 ppm,362 ppm,432 ppm,363 ppm,358 ppm
14/04/2022 09:28,368 ppm,358 ppm,419 ppm,358 ppm,360 ppm
14/04/2022 09:30,368 ppm,363 ppm,435 ppm,359 ppm,364 ppm
14/04/2022 09:32,365 ppm,365 ppm,396 ppm,360 ppm,364 ppm
14/04/2022 09:34,362 ppm,357 ppm,443 ppm,360 ppm,368 ppm
14/04/2022 09:36,359 ppm,356 ppm,443 ppm,356 ppm,366 ppm
14/04/2022 09:38,362 ppm,365 ppm,420 ppm,361 ppm,377 ppm
14/04/2022 09:40,360 ppm,357 ppm,410 ppm,360 ppm,360 ppm
14/04/2022 09:42,358 ppm,367 ppm,386 ppm,362 ppm,360 ppm
14/04/2022 09:44,361 ppm,360 ppm,359 ppm,362 ppm,365 ppm
14/04/2022 09:46,356 ppm,361 ppm,368 ppm,361 ppm,364 ppm
14/04/2022 09:48,360 ppm,358 ppm,371 ppm,358 ppm,360 ppm
14/04/2022 09:50,358 ppm,362 ppm,368 ppm,362 ppm,362 ppm
14/04/2022 09:52,361 ppm,364 ppm,391 ppm,363 ppm,359 ppm
14/04/2022 09:54,364 ppm,366 ppm,477 ppm,364 ppm,430 ppm
14/04/2022 09:56,365 ppm,711 ppm,572 ppm,361 ppm,402 ppm
14/04/2022 09:58,358 ppm,686 ppm,756 ppm,362 ppm,367 ppm
14/04/2022 10:00,359 ppm,534 ppm,912 ppm,364 ppm,501 ppm
14/04/2022 10:02,362 ppm,833 ppm,859 ppm,360 ppm,523 ppm
14/04/2022 10:04,364 ppm,992 ppm,747 ppm,358 ppm,588 ppm
14/04/2022 10:06,358 ppm,932 ppm,805 ppm,357 ppm,492 ppm
14/04/2022 10:08,363 ppm,835 ppm,812 ppm,377 ppm,384 ppm
14/04/2022 10:10,363 ppm,764 ppm,721 ppm,398 ppm,365 ppm
14/04/2022 10:12,362 ppm,724 ppm,696 ppm,396 ppm,359 ppm
14/04/2022 10:14,361 ppm,594 ppm,611 ppm,364 ppm,418 ppm
14/04/2022 10:16,400 ppm,494 ppm,411 ppm,360 ppm,368 ppm
14/04/2022 10:18,359 ppm,459 ppm,364 ppm,357 ppm,365 ppm
14/04/2022 10:20,363 ppm,412 ppm,361 ppm,360 ppm,367 ppm
14/04/2022 10:22,363 ppm,366 ppm,367 ppm,365 ppm,358 ppm
14/04/2022 10:24,365 ppm,358 ppm,364 ppm,366 ppm,366 ppm
14/04/2022 10:26,361 ppm,358 ppm,366 ppm,360 ppm,363 ppm
14/04/2022 10:28,359 ppm,364 ppm,368 ppm,359 ppm,366 ppm
14/04/2022 10:30,361 ppm,365 ppm,380 ppm,356 ppm,357 ppm
14/04/2022 10:32,361 ppm,356 ppm,358 ppm,361 ppm,365 ppm
14/04/2022 10:34,359 ppm,361 ppm,365 ppm,356 ppm,361 ppm
14/04/2022 10:36,363 ppm,365 ppm,364 ppm,360 ppm,366 ppm
14/04/2022 10:38,360 ppm,358 ppm,368 ppm,364 ppm,367 ppm
14/04/2022 10:40,359 ppm,367 ppm,362 ppm,361 ppm,359 ppm
14/04/2022 10:42,368 ppm,363 ppm,362 ppm,363 ppm,361 ppm
14/04/2022 10:44,358 ppm,362 ppm,386 ppm,361 ppm,374 ppm
14/04/2022 10:46,363 ppm,361 ppm,366 ppm,361 ppm,365 ppm
14/04/2022 10:48,361 ppm,358 ppm,361 ppm,365 ppm,364 ppm
14/04/2022 10:50,362 ppm,368 ppm,361 ppm,363 ppm,368 ppm
14/04/2022 10:52,358 ppm,363 ppm,373 ppm,361 ppm,402 ppm
14/04/2022 10:54,364 ppm,365 ppm,366 ppm,361 ppm,414 ppm
14/04/2022 10:56,362 ppm,366 ppm,358 ppm,365 ppm,366 ppm
14/04/2022 10:58,363 ppm,364 ppm,378 ppm,361 ppm,358 ppm
14/04/2022 11:00,366 ppm,361 ppm,362 ppm,361 ppm,366 ppm
14/04/2022 11:02,394 ppm,359 ppm,359 ppm,362 ppm,365 ppm
14/04/2022 11:04,363 ppm,362 ppm,375 ppm,359 ppm,364 ppm
14/04/2022 11:06,359 ppm,365 ppm,382 ppm,360 ppm,359 ppm
14/04/2022 11:08,358 ppm,356 ppm,362 ppm,362 ppm,366 ppm
14/04/2022 11:10,364 ppm,362 ppm,359 ppm,365 ppm,404 ppm
14/04/2022 11:12,363 ppm,363 ppm,363 ppm,361 ppm,393 ppm
14/04/2022 11:14,365 ppm,361 ppm,377 ppm,357 ppm,367 ppm
14/04/2022 11:16,362 ppm,363 ppm,367 ppm,359 ppm,358 ppm
14/04/2022 11:18,364 ppm,360 ppm,372 ppm,361 ppm,365 ppm
14/04/2022 11:20,358 ppm,366 ppm,368 ppm,359 ppm,368 ppm
14/04/2022 11:22,360 ppm,360 ppm,360 ppm,356 ppm,362 ppm
14/04/2022 11:24,359 ppm,360 ppm,377 ppm,359 ppm,371 ppm
14/04/2022 11:26,359 ppm,368 ppm,388 ppm,364 ppm,362 ppm
14/04/2022 11:28,367 ppm,359 ppm,365 ppm,364 ppm,359 ppm
14/04/2022 11:30,365 ppm,363 ppm,422 ppm,363 ppm,359 ppm
14/04/2022 11:32,363 ppm,366 ppm,408 ppm,366 ppm,359 ppm
14/04/2022 11:34,358 ppm,365 ppm,409 ppm,363 ppm,365 ppm
14/04/2022 11:36,363 ppm,363 ppm,419 ppm,359 ppm,365 ppm
14/04/2022 11:38,363 ppm,365 ppm,380 ppm,366 ppm,366 ppm
14/04/2022 11:40,369 ppm,366 ppm,416 ppm,363 ppm,365 ppm
14/04/2022 11:42,361 ppm,366 ppm,382 ppm,359 ppm,366 ppm
14/04/2022 11:44,366 ppm,363 ppm,404 ppm,362 ppm,357 ppm
14/04/2022 11:46,362 ppm,363 ppm,456 ppm,367 ppm,358 ppm
14/04/2022 11:48,364 ppm,364 ppm,454 ppm,356 ppm,361 ppm
14/04/2022 11:50,365 ppm,360 ppm,406 ppm,365 ppm,359 ppm
14/04/2022 11:52,362 ppm,368 ppm,379 ppm,368 ppm,365 ppm
14/04/2022 11:54,364 ppm,364 ppm,391 ppm,364 ppm,365 ppm
14/04/2022 11:56,364 ppm,361 ppm,362 ppm,359 ppm,372 ppm
14/04/2022 11:58,359 ppm,358 ppm,452 ppm,365 ppm,362 ppm
14/04/2022 12:00,356 ppm,396 ppm,447 ppm,359 ppm,365 ppm
14/04/2022 12:02,364 ppm,363 ppm,518 ppm,359 ppm,356 ppm
14/04/2022 12:04,359 ppm,365 ppm,362 ppm,368 ppm,374 ppm
14/04/2022 12:06,357 ppm,364 ppm,437 ppm,360 ppm,527 ppm
14/04/2022 12:08,364 ppm,363 ppm,399 ppm,361 ppm,440 ppm
14/04/2022 12:10,362 ppm,365 ppm,415 ppm,359 ppm,365 ppm
14/04/2022 12:12,364 ppm,361 ppm,407 ppm,368 ppm,366 ppm
14/04/2022 12:14,358 ppm,359 ppm,366 ppm,363 ppm,465 ppm
14/04/2022 12:16,363 ppm,390 ppm,488 ppm,363 ppm,402 ppm
14/04/2022 12:18,362 ppm,419 ppm,442 ppm,364 ppm,689 ppm
14/04/2022 12:20,358 ppm,363 ppm,429 ppm,361 ppm,751 ppm
14/04/2022 12:22,360 ppm,407 ppm,429 ppm,359 ppm,612 ppm
14/04/2022 12:24,364 ppm,367 ppm,425 ppm,364 ppm,258 ppm
14/04/2022 12:26,362 ppm,366 ppm,446 ppm,362 ppm,471 ppm
14/04/2022 12:28,361 ppm,362 ppm,493 ppm,363 ppm,402 ppm
14/04/2022 12:30,362 ppm,364 ppm,496 ppm,364 ppm,409 ppm
14/04/2022 12:32,361 ppm,361 ppm,454 ppm,361 ppm,626 ppm
14/04/2022 12:34,358 ppm,368 ppm,478 ppm,365 ppm,598 ppm
14/04/2022 12:36,366 ppm,375 ppm,391 ppm,365 ppm,510 ppm
14/04/2022 12:38,358 ppm,359 ppm,434 ppm,362 ppm,379 ppm
14/04/2022 12:40,364 ppm,406 ppm,431 ppm,367 ppm,366 ppm
14/04/2022 12:42,359 ppm,372 ppm,428 ppm,364 ppm,359 ppm
14/04/2022 12:44,358 ppm,362 ppm,362 ppm,359 ppm,376 ppm
14/04/2022 12:46,360 ppm,386 ppm,362 ppm,365 ppm,359 ppm
14/04/2022 12:48,361 ppm,375 ppm,402 ppm,358 ppm,426 ppm
14/04/2022 12:50,360 ppm,360 ppm,357 ppm,366 ppm,561 ppm
14/04/2022 12:52,368 ppm,363 ppm,361 ppm,366 ppm,516 ppm
14/04/2022 12:54,364 ppm,368 ppm,366 ppm,364 ppm,360 ppm
14/04/2022 12:56,365 ppm,359 ppm,371 ppm,365 ppm,365 ppm
14/04/2022 12:58,360 ppm,367 ppm,434 ppm,362 ppm,359 ppm
14/04/2022 13:00,366 ppm,359 ppm,473 ppm,361 ppm,573 ppm
14/04/2022 13:02,362 ppm,364 ppm,360 ppm,364 ppm,595 ppm
14/04/2022 13:04,362 ppm,364 ppm,370 ppm,362 ppm,259 ppm
14/04/2022 13:06,365 ppm,358 ppm,462 ppm,367 ppm,547 ppm
14/04/2022 13:08,377 ppm,358 ppm,367 ppm,365 ppm,663 ppm
14/04/2022 13:10,407 ppm,382 ppm,450 ppm,363 ppm,633 ppm
14/04/2022 13:12,377 ppm,711 ppm,578 ppm,361 ppm,615 ppm
14/04/2022 13:14,365 ppm,740 ppm,763 ppm,359 ppm,694 ppm
14/04/2022 13:16,442 ppm,629 ppm,710 ppm,360 ppm,719 ppm
14/04/2022 13:18,413 ppm,519 ppm,640 ppm,364 ppm,663 ppm
14/04/2022 13:20,359 ppm,438 ppm,990 ppm,358 ppm,669 ppm
14/04/2022 13:22,362 ppm,407 ppm,806 ppm,362 ppm,746 ppm
14/04/2022 13:24,360 ppm,493 ppm,737 ppm,358 ppm,709 ppm
14/04/2022 13:26,362 ppm,510 ppm,802 ppm,359 ppm,700 ppm
14/04/2022 13:28,362 ppm,414 ppm,790 ppm,363 ppm,675 ppm
14/04/2022 13:30,364 ppm,447 ppm,758 ppm,365 ppm,681 ppm
14/04/2022 13:32,363 ppm,384 ppm,759 ppm,367 ppm,713 ppm
14/04/2022 13:34,361 ppm,401 ppm,887 ppm,359 ppm,790 ppm
14/04/2022 13:36,363 ppm,582 ppm,893 ppm,362 ppm,783 ppm
14/04/2022 13:38,366 ppm,655 ppm,893 ppm,358 ppm,693 ppm
14/04/2022 13:40,362 ppm,585 ppm,863 ppm,363 ppm,641 ppm
14/04/2022 13:42,363 ppm,491 ppm,874 ppm,360 ppm,742 ppm
14/04/2022 13:44,367 ppm,411 ppm,869 ppm,364 ppm,682 ppm
14/04/2022 13:46,387 ppm,457 ppm,758 ppm,366 ppm,635 ppm
14/04/2022 13:48,363 ppm,395 ppm,702 ppm,363 ppm,598 ppm
14/04/2022 13:50,365 ppm,360 ppm,645 ppm,363 ppm,610 ppm
14/04/2022 13:52,362 ppm,358 ppm,627 ppm,359 ppm,666 ppm
14/04/2022 13:54,362 ppm,359 ppm,554 ppm,364 ppm,725 ppm
14/04/2022 13:56,363 ppm,366 ppm,459 ppm,367 ppm,582 ppm
14/04/2022 13:58,367 ppm,362 ppm,441 ppm,365 ppm,585 ppm
14/04/2022 14:00,367 ppm,358 ppm,401 ppm,360 ppm,367 ppm
14/04/2022 14:02,365 ppm,356 ppm,382 ppm,366 ppm,358 ppm
14/04/2022 14:04,360 ppm,364 ppm,375 ppm,360 ppm,637 ppm
14/04/2022 14:06,366 ppm,383 ppm,379 ppm,360 ppm,650 ppm
14/04/2022 14:08,359 ppm,359 ppm,361 ppm,361 ppm,713 ppm
14/04/2022 14:10,361 ppm,381 ppm,365 ppm,364 ppm,692 ppm
14/04/2022 14:12,360 ppm,423 ppm,359 ppm,365 ppm,573 ppm
14/04/2022 14:14,363 ppm,420 ppm,364 ppm,363 ppm,494 ppm
14/04/2022 14:16,357 ppm,382 ppm,422 ppm,358 ppm,398 ppm
14/04/2022 14:18,362 ppm,363 ppm,406 ppm,361 ppm,376 ppm
14/04/2022 14:20,363 ppm,361 ppm,363 ppm,362 ppm,471 ppm
14/04/2022 14:22,364 ppm,357 ppm,367 ppm,366 ppm,579 ppm
14/04/2022 14:24,385 ppm,367 ppm,357 ppm,363 ppm,357 ppm
14/04/2022 14:26,367 ppm,405 ppm,416 ppm,361 ppm,360 ppm
14/04/2022 14:28,362 ppm,360 ppm,363 ppm,368 ppm,365 ppm
14/04/2022 14:30,361 ppm,365 ppm,386 ppm,365 ppm,676 ppm
14/04/2022 14:32,359 ppm,385 ppm,369 ppm,358 ppm,707 ppm
14/04/2022 14:34,366 ppm,357 ppm,360 ppm,365 ppm,642 ppm
14/04/2022 14:36,357 ppm,371 ppm,419 ppm,366 ppm,547 ppm
14/04/2022 14:38,362 ppm,363 ppm,438 ppm,360 ppm,469 ppm
14/04/2022 14:40,368 ppm,362 ppm,387 ppm,359 ppm,492 ppm
14/04/2022 14:42,364 ppm,361 ppm,361 ppm,367 ppm,595 ppm
14/04/2022 14:44,364 ppm,364 ppm,365 ppm,367 ppm,700 ppm
14/04/2022 14:46,361 ppm,361 ppm,375 ppm,366 ppm,616 ppm
14/04/2022 14:48,360 ppm,374 ppm,410 ppm,364 ppm,415 ppm
14/04/2022 14:50,363 ppm,361 ppm,380 ppm,364 ppm,364 ppm
14/04/2022 14:52,365 ppm,363 ppm,374 ppm,356 ppm,368 ppm
14/04/2022 14:54,366 ppm,364 ppm,366 ppm,359 ppm,357 ppm
14/04/2022 14:56,366 ppm,373 ppm,365 ppm,359 ppm,366 ppm
14/04/2022 14:58,360 ppm,362 ppm,385 ppm,367 ppm,377 ppm
14/04/2022 15:00,363 ppm,368 ppm,370 ppm,359 ppm,360 ppm
14/04/2022 15:02,364 ppm,378 ppm,361 ppm,359 ppm,364 ppm
14/04/2022 15:04,384 ppm,372 ppm,360 ppm,362 ppm,366 ppm
14/04/2022 15:06,364 ppm,358 ppm,361 ppm,360 ppm,358 ppm
14/04/2022 15:08,363 ppm,366 ppm,370 ppm,358 ppm,366 ppm
14/04/2022 15:10,361 ppm,361 ppm,364 ppm,367 ppm,364 ppm
14/04/2022 15:12,365 ppm,356 ppm,464 ppm,363 ppm,388 ppm
14/04/2022 15:14,358 ppm,363 ppm,437 ppm,356 ppm,389 ppm
14/04/2022 15:16,359 ppm,381 ppm,383 ppm,364 ppm,363 ppm
14/04/2022 15:18,366 ppm,368 ppm,379 ppm,364 ppm,489 ppm
14/04/2022 15:20,362 ppm,365 ppm,360 ppm,365 ppm,417 ppm
14/04/2022 15:22,364 ppm,359 ppm,360 ppm,361 ppm,363 ppm
14/04/2022 15:24,356 ppm,487 ppm,393 ppm,360 ppm,366 ppm
14/04/2022 15:26,360 ppm,399 ppm,390 ppm,361 ppm,358 ppm
14/04/2022 15:28,363 ppm,362 ppm,380 ppm,368 ppm,357 ppm
14/04/2022 15:30,367 ppm,415 ppm,365 ppm,364 ppm,365 ppm
14/04/2022 15:32,365 ppm,408 ppm,364 ppm,360 ppm,364 ppm
14/04/2022 15:34,363 ppm,364 ppm,366 ppm,360 ppm,365 ppm
14/04/2022 15:36,368 ppm,364 ppm,384 ppm,358 ppm,364 ppm
14/04/2022 15:38,365 ppm,367 ppm,391 ppm,357 ppm,412 ppm
14/04/2022 15:40,362 ppm,364 ppm,372 ppm,358 ppm,364 ppm
14/04/2022 15:42,358 ppm,393 ppm,396 ppm,366 ppm,368 ppm
14/04/2022 15:44,361 ppm,360 ppm,391 ppm,366 ppm,564 ppm
14/04/2022 15:46,360 ppm,361 ppm,366 ppm,366 ppm,534 ppm
14/04/2022 15:48,358 ppm,362 ppm,372 ppm,364 ppm,502 ppm
14/04/2022 15:50,365 ppm,361 ppm,409 ppm,360 ppm,675 ppm
14/04/2022 15:52,364 ppm,364 ppm,363 ppm,367 ppm,753 ppm
14/04/2022 15:54,360 ppm,356 ppm,388 ppm,363 ppm,869 ppm
14/04/2022 15:56,360 ppm,407 ppm,371 ppm,365 ppm,686 ppm
14/04/2022 15:58,366 ppm,394 ppm,373 ppm,365 ppm,691 ppm
14/04/2022 16:00,362 ppm,361 ppm,379 ppm,360 ppm,703 ppm
14/04/2022 16:02,364 ppm,368 ppm,360 ppm,362 ppm,591 ppm
14/04/2022 16:04,356 ppm,365 ppm,398 ppm,362 ppm,662 ppm
14/04/2022 16:06,361 ppm,409 ppm,375 ppm,361 ppm,727 ppm
14/04/2022 16:08,364 ppm,372 ppm,367 ppm,366 ppm,816 ppm
14/04/2022 16:10,359 ppm,358 ppm,368 ppm,362 ppm,816 ppm
14/04/2022 16:12,366 ppm,370 ppm,382 ppm,362 ppm,697 ppm
14/04/2022 16:14,365 ppm,366 ppm,383 ppm,362 ppm,604 ppm
14/04/2022 16:16,366 ppm,361 ppm,418 ppm,360 ppm,495 ppm
14/04/2022 16:18,357 ppm,365 ppm,416 ppm,363 ppm,466 ppm
14/04/2022 16:20,367 ppm,361 ppm,391 ppm,361 ppm,359 ppm
14/04/2022 16:22,362 ppm,364 ppm,375 ppm,362 ppm,362 ppm
14/04/2022 16:24,361 ppm,365 ppm,358 ppm,360 ppm,394 ppm
14/04/2022 16:26,366 ppm,368 ppm,373 ppm,364 ppm,500 ppm
14/04/2022 16:28,356 ppm,364 ppm,419 ppm,359 ppm,549 ppm
14/04/2022 16:30,380 ppm,358 ppm,421 ppm,366 ppm,366 ppm
14/04/2022 16:32,431 ppm,361 ppm,383 ppm,359 ppm,363 ppm
14/04/2022 16:34,471 ppm,366 ppm,362 ppm,364 ppm,359 ppm
14/04/2022 16:36,425 ppm,366 ppm,407 ppm,367 ppm,374 ppm
14/04/2022 16:38,366 ppm,360 ppm,363 ppm,365 ppm,375 ppm
14/04/2022 16:40,361 ppm,365 ppm,374 ppm,363 ppm,357 ppm
14/04/2022 16:42,362 ppm,404 ppm,446 ppm,359 ppm,364 ppm
14/04/2022 16:44,361 ppm,368 ppm,446 ppm,366 ppm,383 ppm
14/04/2022 16:46,366 ppm,374 ppm,403 ppm,360 ppm,360 ppm
14/04/2022 16:48,361 ppm,361 ppm,366 ppm,361 ppm,481 ppm
14/04/2022 16:50,360 ppm,366 ppm,377 ppm,358 ppm,651 ppm
14/04/2022 16:52,357 ppm,357 ppm,364 ppm,359 ppm,506 ppm
14/04/2022 16:54,365 ppm,362 ppm,425 ppm,359 ppm,362 ppm
14/04/2022 16:56,366 ppm,394 ppm,426 ppm,363 ppm,363 ppm
14/04/2022 16:58,363 ppm,360 ppm,404 ppm,360 ppm,363 ppm
14/04/2022 17:00,363 ppm,360 ppm,362 ppm,359 ppm,368 ppm
14/04/2022 17:02,359 ppm,366 ppm,418 ppm,358 ppm,578 ppm
14/04/2022 17:04,362 ppm,363 ppm,357 ppm,359 ppm,473 ppm
14/04/2022 17:06,393 ppm,360 ppm,372 ppm,364 ppm,515 ppm
14/04/2022 17:08,607 ppm,387 ppm,433 ppm,364 ppm,643 ppm
14/04/2022 17:10,629 ppm,397 ppm,366 ppm,363 ppm,589 ppm
14/04/2022 17:12,564 ppm,372 ppm,410 ppm,360 ppm,602 ppm
14/04/2022 17:14,506 ppm,359 ppm,414 ppm,362 ppm,415 ppm
14/04/2022 17:16,488 ppm,364 ppm,375 ppm,364 ppm,364 ppm
14/04/2022 17:18,404 ppm,361 ppm,469 ppm,360 ppm,364 ppm
14/04/2022 17:20,415 ppm,393 ppm,506 ppm,360 ppm,429 ppm
14/04/2022 17:22,387 ppm,368 ppm,525 ppm,362 ppm,494 ppm
14/04/2022 17:24,368 ppm,388 ppm,503 ppm,358 ppm,375 ppm
14/04/2022 17:26,368 ppm,359 ppm,437 ppm,360 ppm,395 ppm
14/04/2022 17:28,365 ppm,374 ppm,387 ppm,366 ppm,365 ppm
14/04/2022 17:30,357 ppm,370 ppm,394 ppm,357 ppm,396 ppm
14/04/2022 17:32,361 ppm,398 ppm,418 ppm,357 ppm,554 ppm
14/04/2022 17:34,368 ppm,398 ppm,455 ppm,360 ppm,478 ppm
14/04/2022 17:36,401 ppm,365 ppm,429 ppm,360 ppm,374 ppm
14/04/2022 17:38,424 ppm,370 ppm,403 ppm,363 ppm,536 ppm
14/04/2022 17:40,371 ppm,384 ppm,363 ppm,361 ppm,711 ppm
14/04/2022 17:42,357 ppm,357 ppm,374 ppm,362 ppm,493 ppm
14/04/2022 17:44,361 ppm,365 ppm,367 ppm,361 ppm,356 ppm
14/04/2022 17:46,363 ppm,362 ppm,417 ppm,363 ppm,399 ppm
14/04/2022 17:48,359 ppm,367 ppm,390 ppm,361 ppm,421 ppm
14/04/2022 17:50,367 ppm,362 ppm,399 ppm,367 ppm,358 ppm
14/04/2022 17:52,360 ppm,359 ppm,362 ppm,363 ppm,362 ppm
14/04/2022 17:54,364 ppm,360 ppm,358 ppm,360 ppm,367 ppm
14/04/2022 17:56,363 ppm,391 ppm,360 ppm,366 ppm,402 ppm
14/04/2022 17:58,381 ppm,413 ppm,415 ppm,358 ppm,451 ppm
14/04/2022 18:00,380 ppm,400 ppm,396 ppm,360 ppm,536 ppm
14/04/2022 18:02,382 ppm,401 ppm,424 ppm,364 ppm,486 ppm
14/04/2022 18:04,366 ppm,380 ppm,412 ppm,371 ppm,365 ppm
14/04/2022 18:06,364 ppm,368 ppm,358 ppm,363 ppm,362 ppm
14/04/2022 18:08,417 ppm,362 ppm,380 ppm,359 ppm,484 ppm
14/04/2022 18:10,397 ppm,366 ppm,369 ppm,361 ppm,516 ppm
14/04/2022 18:12,416 ppm,365 ppm,370 ppm,359 ppm,450 ppm
14/04/2022 18:14,402 ppm,364 ppm,377 ppm,362 ppm,410 ppm
14/04/2022 18:16,360 ppm,358 ppm,365 ppm,365 ppm,359 ppm
14/04/2022 18:18,361 ppm,362 ppm,364 ppm,363 ppm,368 ppm
14/04/2022 18:20,358 ppm,373 ppm,401 ppm,358 ppm,373 ppm
14/04/2022 18:22,362 ppm,365 ppm,362 ppm,361 ppm,383 ppm
14/04/2022 18:24,380 ppm,357 ppm,367 ppm,360 ppm,397 ppm
14/04/2022 18:26,371 ppm,365 ppm,394 ppm,359 ppm,363 ppm
14/04/2022 18:28,364 ppm,368 ppm,391 ppm,358 ppm,359 ppm
14/04/2022 18:30,395 ppm,358 ppm,364 ppm,360 ppm,363 ppm
14/04/2022 18:32,414 ppm,358 ppm,358 ppm,366 ppm,371 ppm
14/04/2022 18:34,368 ppm,361 ppm,365 ppm,358 ppm,257 ppm
14/04/2022 18:36,366 ppm,359 ppm,365 ppm,366 ppm,436 ppm
14/04/2022 18:38,361 ppm,368 ppm,370 ppm,360 ppm,547 ppm
14/04/2022 18:40,357 ppm,368 ppm,366 ppm,360 ppm,524 ppm
14/04/2022 18:42,356 ppm,360 ppm,364 ppm,359 ppm,364 ppm
14/04/2022 18:44,366 ppm,364 ppm,386 ppm,360 ppm,400 ppm
14/04/2022 18:46,363 ppm,360 ppm,360 ppm,366 ppm,591 ppm
14/04/2022 18:48,365 ppm,365 ppm,363 ppm,360 ppm,528 ppm
14/04/2022 18:50,361 ppm,365 ppm,376 ppm,360 ppm,402 ppm
14/04/2022 18:52,367 ppm,366 ppm,360 ppm,361 ppm,398 ppm
14/04/2022 18:54,364 ppm,359 ppm,365 ppm,360 ppm,385 ppm
14/04/2022 18:56,361 ppm,366 ppm,367 ppm,360 ppm,368 ppm
14/04/2022 18:58,365 ppm,360 ppm,358 ppm,367 ppm,367 ppm
14/04/2022 19:00,370 ppm,360 ppm,372 ppm,365 ppm,412 ppm
14/04/2022 19:02,365 ppm,364 ppm,377 ppm,366 ppm,502 ppm
14/04/2022 19:04,358 ppm,359 ppm,391 ppm,362 ppm,541 ppm
14/04/2022 19:06,365 ppm,363 ppm,366 ppm,357 ppm,508 ppm
14/04/2022 19:08,365 ppm,359 ppm,363 ppm,357 ppm,481 ppm
14/04/2022 19:10,360 ppm,366 ppm,365 ppm,362 ppm,360 ppm
14/04/2022 19:12,363 ppm,357 ppm,390 ppm,362 ppm,362 ppm
14/04/2022 19:14,359 ppm,358 ppm,404 ppm,360 ppm,362 ppm
14/04/2022 19:16,361 ppm,359 ppm,386 ppm,364 ppm,360 ppm
14/04/2022 19:18,359 ppm,361 ppm,397 ppm,368 ppm,412 ppm
14/04/2022 19:20,365 ppm,361 ppm,357 ppm,363 ppm,373 ppm
14/04/2022 19:22,372 ppm,360 ppm,366 ppm,368 ppm,362 ppm
14/04/2022 19:24,358 ppm,361 ppm,377 ppm,367 ppm,368 ppm
14/04/2022 19:26,365 ppm,374 ppm,386 ppm,362 ppm,508 ppm
14/04/2022 19:28,361 ppm,363 ppm,395 ppm,367 ppm,494 ppm
14/04/2022 19:30,364 ppm,362 ppm,422 ppm,359 ppm,452 ppm
14/04/2022 19:32,402 ppm,361 ppm,449 ppm,365 ppm,509 ppm
14/04/2022 19:34,415 ppm,361 ppm,374 ppm,357 ppm,623 ppm
